CON_ID,POLLING_BOOTH_ID,VOTER_ID,ENTRY_TIME,EXIT_TIME,CANDIDATE_VOTED,PARTY_VOTED,MACHINE_ID
1,292,TEL6844854,12:25:42,12:28:42,C. Suresh Naidu,INC,M3
6,1157,RMB2047239,11:16:02,11:19:02,A. Lakshmi Sharma,CPM,M1
6,1157,PBS1085950,13:09:07,13:11:07,Z. Latha Reddy,BSP,M1
6,1157,HGI8443791,11:55:08,11:57:08,A. Lakshmi Sharma,CPM,M3
6,1157,RYD6818448,11:44:14,11:45:14,Z. Latha Reddy,BSP,M3
6,1157,WJS4862133,08:37:05,08:38:05,Z. Latha Reddy,BSP,M3
4,900,WQI5651558,12:59:18,13:01:18,H. Divya Yadav,TDP,M1
4,900,MAF5644228,08:59:34,09:02:34,H. Divya Yadav,TDP,M2
4,900,VAD8412743,15:24:08,15:27:08,W. Vijay Babu,SP,M3
4,900,OFV1602958,16:32:40,16:34:40,W. Vijay Babu,SP,M3
4,900,SAB8191723,09:26:32,09:28:32,W. Vijay Babu,SP,M3
3,748,FVM3703490,13:24:59,13:25:59,R. Rahul Babu,BJP,M1
3,748,EYI6022444,14:36:13,14:38:13,T. Priya Naidu,INC,M3
3,748,AFN8068897,16:23:28,16:24:28,S. Kavya Joshi,BSP,M3
3,712,RXC4025016,13:00:49,13:03:49,S. Kavya Joshi,BSP,M1
3,712,GWJ6434268,16:24:18,16:25:18,S. Kavya Joshi,BSP,M1
3,712,JQN5264736,12:11:54,12:13:54,Y. Suresh Sharma,BRS,M2
3,712,VCE4086031,10:53:08,10:54:08,S. Kavya Joshi,BSP,M3
3,712,FAC9676352,08:36:34,08:38:34,S. Kavya Joshi,BSP,M3
3,712,OGY4755050,13:14:00,13:15:00,S. Kavya Joshi,BSP,M3
4,837,ESU9098384,11:15:39,11:16:39,H. Divya Yadav,TDP,M1
4,837,ZQK9521731,13:06:12,13:08:12,H. Divya Yadav,TDP,M1
4,837,VPU1755348,13:32:02,13:33:02,H. Divya Yadav,TDP,M3
4,837,VTF2497919,10:26:25,10:29:25,C. Suresh Singh,YSRCP,M3
6,1175,NEZ1471341,13:43:08,13:45:08,A. Lakshmi Sharma,CPM,M1
6,1175,NSA6617220,11:20:43,11:21:43,K. Anil Das,INC,M1
6,1175,MIH5187870,08:08:07,08:10:07,A. Lakshmi Sharma,CPM,M2
6,1175,KED9051093,12:04:07,12:07:07,A. Lakshmi Sharma,CPM,M3
6,1175,JXV2171028,11:13:30,11:15:30,Z. Latha Reddy,BSP,M3
6,1175,RAO1577107,16:49:14,16:50:14,A. Lakshmi Sharma,CPM,M3
2,539,SUW8363670,08:23:49,08:25:49,W. Rahul Reddy,TDP,M1
2,539,CSM3900961,11:56:38,11:57:38,T. Rahul Singh,INC,M3
2,539,BBU4892405,11:39:47,11:42:47,Z. Sanjay Yadav,JD(U),M3
2,539,CYH7877102,13:38:24,13:40:24,N. Ravi Singh,AAP,M3
6,1202,ZIN7800701,13:48:30,13:49:30,Z. Latha Reddy,BSP,M1
6,1202,VYC2819872,08:25:40,08:27:40,K. Anil Das,INC,M1
6,1202,VEU7962872,15:59:36,16:02:36,A. Lakshmi Sharma,CPM,M2
6,1202,LZO6463044,16:55:46,16:56:46,A. Manoj Naidu,DMK,M3
6,1202,DMA3801875,13:48:41,13:50:41,K. Anil Das,INC,M3
6,1202,KYP7278242,09:44:55,09:47:55,A. Manoj Naidu,DMK,M3
2,505,YJP9318707,16:51:36,16:53:36,T. Rahul Singh,INC,M1
2,505,IWP0989022,08:35:12,08:36:12,Z. Sanjay Yadav,JD(U),M3
2,505,EPH6373493,09:04:17,09:06:17,T. Rahul Singh,INC,M3
2,505,EQI1824177,14:10:38,14:12:38,Z. Sanjay Yadav,JD(U),M3
1,38,GPM4746381,09:14:45,09:17:45,V. Priya Reddy,JD(U),M1
1,38,XYR4765242,12:42:49,12:45:49,Y. Sneha Kumar,BJP,M2
1,38,NHF2665806,11:47:34,11:48:34,C. Suresh Naidu,INC,M2
1,38,TBD4290100,08:52:51,08:54:51,D. Rahul Singh,TDP,M2
1,38,FNN5774196,11:42:21,11:43:21,Y. Sneha Kumar,BJP,M2
1,130,NER9298934,11:38:07,11:40:07,Y. Sneha Kumar,BJP,M2
1,130,DMP7319732,16:28:37,16:30:37,C. Suresh Naidu,INC,M2
1,130,LZV9260178,09:16:14,09:17:14,Y. Sneha Kumar,BJP,M2
1,130,UTW9445829,08:35:04,08:38:04,Y. Sneha Kumar,BJP,M3
2,377,CIQ7491823,16:44:45,16:45:45,W. Rahul Reddy,TDP,M1
2,377,UZM6144755,15:24:20,15:25:20,N. Ravi Singh,AAP,M1
2,377,TOY1465173,14:41:56,14:44:56,N. Ravi Singh,AAP,M3
1,315,XEA5274021,12:13:57,12:16:57,Y. Sneha Kumar,BJP,M1
1,315,EZX0491727,12:42:04,12:44:04,Y. Sneha Kumar,BJP,M2
1,315,NKL2239304,12:19:28,12:21:28,V. Priya Reddy,JD(U),M2
1,315,ZXH0299289,08:26:12,08:28:12,D. Rahul Singh,TDP,M2
1,315,VQU1108990,15:46:32,15:49:32,D. Rahul Singh,TDP,M3
8,1466,NEK0827932,12:54:35,12:56:35,U. Arun Singh,DMK,M1
8,1466,XLF8336297,15:16:53,15:19:53,U. Anjali Yadav,TDP,M2
8,1466,LPR6062733,15:24:41,15:27:41,U. Anjali Yadav,TDP,M2
3,787,OHO8466567,16:06:41,16:08:41,S. Kavya Joshi,BSP,M2
3,787,BXW4437246,12:26:01,12:28:01,T. Priya Naidu,INC,M2
3,787,AKH8080854,10:16:24,10:17:24,Y. Suresh Sharma,BRS,M3
3,787,NCC7767323,11:01:20,11:03:20,Y. Suresh Sharma,BRS,M3
2,536,VRI8125877,13:49:56,13:51:56,T. Rahul Singh,INC,M1
2,536,WXO8075844,10:17:36,10:20:36,W. Rahul Reddy,TDP,M2
2,536,WTF7960917,14:22:41,14:25:41,Z. Sanjay Yadav,JD(U),M3
2,536,HSW5628093,16:50:44,16:51:44,N. Ravi Singh,AAP,M3
1,44,SOM9070087,10:55:38,10:56:38,D. Rahul Singh,TDP,M1
1,44,BCK6149652,10:27:32,10:28:32,Y. Sneha Kumar,BJP,M1
1,44,WSZ9837054,12:48:59,12:50:59,Y. Sneha Kumar,BJP,M2
1,44,JSZ2414234,10:10:39,10:11:39,C. Suresh Naidu,INC,M2
1,44,RIQ8602701,14:39:48,14:41:48,C. Suresh Naidu,INC,M2
4,962,IVS7509975,15:39:37,15:40:37,H. Divya Yadav,TDP,M1
4,962,DXE1023643,16:22:38,16:23:38,H. Divya Yadav,TDP,M1
4,962,XSP6910138,16:28:57,16:31:57,H. Divya Yadav,TDP,M2
4,962,DJU3373918,14:48:00,14:51:00,H. Divya Yadav,TDP,M2
4,962,EBT8302152,10:02:54,10:04:54,H. Divya Yadav,TDP,M3
1,132,BHV4029567,08:25:07,08:28:07,D. Rahul Singh,TDP,M1
1,132,WNZ1156005,08:45:17,08:47:17,Y. Sneha Kumar,BJP,M1
1,132,LJH6747435,14:18:18,14:19:18,D. Rahul Singh,TDP,M2
1,132,KNE5262636,10:05:12,10:07:12,C. Suresh Naidu,INC,M3
1,132,REX6952778,16:33:23,16:36:23,D. Rahul Singh,TDP,M3
2,358,EWD3895889,09:48:17,09:49:17,Z. Sanjay Yadav,JD(U),M1
2,358,XWS3998804,13:39:25,13:41:25,NOTA,NOTA,M2
2,358,RSO8895527,12:27:14,12:29:14,Z. Sanjay Yadav,JD(U),M2
2,358,RMF9717754,13:26:03,13:29:03,Z. Sanjay Yadav,JD(U),M3
2,358,ZVD9007389,15:53:16,15:55:16,Z. Sanjay Yadav,JD(U),M3
5,1088,EUN5318300,14:54:33,14:55:33,O. Arun Verma,BRS,M1
5,1088,WAL0653818,15:35:15,15:36:15,M. Arun Yadav,BJP,M2
5,1088,UKD5782888,14:33:35,14:34:35,O. Arun Verma,BRS,M2
5,1088,RKK8604233,14:53:16,14:56:16,O. Arun Verma,BRS,M2
5,1088,BCV9655477,12:14:18,12:15:18,M. Arun Yadav,BJP,M3
3,786,WUU2212075,10:17:28,10:19:28,S. Kavya Joshi,BSP,M1
3,786,JTR4811560,09:42:39,09:43:39,Y. Suresh Sharma,BRS,M1
3,786,EKU2471541,10:54:03,10:56:03,R. Rahul Babu,BJP,M1
3,786,POC2179480,13:44:42,13:45:42,S. Kavya Joshi,BSP,M1
3,786,MRC4833492,13:00:33,13:02:33,T. Priya Naidu,INC,M3
3,786,VLI9232421,11:22:43,11:23:43,R. Rahul Babu,BJP,M3
5,1104,ORI4343225,11:28:43,11:31:43,M. Arun Yadav,BJP,M1
5,1104,AUB6716996,14:08:21,14:09:21,O. Arun Verma,BRS,M2
5,1104,CXS3065245,09:02:42,09:03:42,C. Latha Reddy,AAP,M2
5,1104,CQH6033355,16:20:08,16:21:08,M. Arun Yadav,BJP,M3
5,1104,DNY5949976,16:32:07,16:34:07,M. Arun Yadav,BJP,M3
5,1040,PTU3502307,08:36:05,08:38:05,C. Latha Reddy,AAP,M1
5,1040,QMN5127568,08:02:18,08:05:18,M. Arun Yadav,BJP,M2
5,1040,ABH5012439,12:54:39,12:57:39,O. Arun Verma,BRS,M2
5,1040,GRX1078167,12:31:40,12:34:40,M. Arun Yadav,BJP,M3
4,1008,ZWP7902586,14:32:35,14:35:35,W. Vijay Babu,SP,M1
4,1008,IYD4154345,09:22:57,09:25:57,W. Vijay Babu,SP,M2
4,1008,EAA6102306,13:58:14,14:01:14,H. Divya Yadav,TDP,M3
4,1008,MPE3389704,11:35:13,11:36:13,H. Divya Yadav,TDP,M3
4,1008,FBQ7307596,14:23:53,14:24:53,H. Divya Yadav,TDP,M3
8,1494,VUR6874608,15:50:22,15:53:22,U. Arun Singh,DMK,M1
8,1494,EEZ6647048,09:57:34,09:58:34,U. Arun Singh,DMK,M1
8,1494,GQS3580205,11:47:23,11:49:23,U. Arun Singh,DMK,M3
8,1494,LBO0450448,10:22:57,10:23:57,U. Arun Singh,DMK,M3
4,816,VUL3050252,16:46:51,16:48:51,H. Divya Yadav,TDP,M1
4,816,BIH8404499,12:01:18,12:04:18,C. Suresh Singh,YSRCP,M1
4,816,JGX2391964,10:15:00,10:18:00,H. Divya Yadav,TDP,M1
4,816,EBY4840601,15:41:25,15:44:25,H. Divya Yadav,TDP,M2
4,816,YVH5243875,15:59:25,16:02:25,H. Divya Yadav,TDP,M3
4,816,GOS2242716,12:39:07,12:42:07,W. Vijay Babu,SP,M3
6,1160,UHR7103153,10:59:43,11:01:43,A. Lakshmi Sharma,CPM,M1
6,1160,HOY2035674,11:35:04,11:36:04,K. Anil Das,INC,M1
6,1160,MWZ9027306,13:21:58,13:23:58,A. Manoj Naidu,DMK,M1
6,1160,LML5542457,13:27:07,13:30:07,Z. Latha Reddy,BSP,M2
6,1160,ZXM9059521,14:59:19,15:01:19,Z. Latha Reddy,BSP,M2
6,1160,MJU6392254,15:28:08,15:30:08,A. Manoj Naidu,DMK,M2
1,309,DPX8844991,15:30:17,15:31:17,C. Suresh Naidu,INC,M1
1,309,QRC1582852,11:24:25,11:25:25,D. Rahul Singh,TDP,M2
1,309,YZC8906323,10:50:02,10:52:02,C. Suresh Naidu,INC,M2
1,309,FKH0302736,09:16:39,09:17:39,Y. Sneha Kumar,BJP,M3
1,309,RJC5118889,16:23:54,16:25:54,D. Rahul Singh,TDP,M3
1,309,GRP5170334,12:34:53,12:35:53,V. Priya Reddy,JD(U),M3
3,611,KXB3547728,10:16:16,10:19:16,S. Kavya Joshi,BSP,M2
3,611,IYO9977944,14:02:34,14:03:34,S. Kavya Joshi,BSP,M2
3,611,XBP5804799,13:46:28,13:47:28,Y. Suresh Sharma,BRS,M3
3,781,BLX3855751,09:13:29,09:14:29,R. Rahul Babu,BJP,M1
3,781,VRB6497398,13:08:20,13:11:20,Y. Suresh Sharma,BRS,M2
3,781,LDJ2330184,12:46:33,12:47:33,T. Priya Naidu,INC,M3
4,830,HIK2530714,15:16:33,15:18:33,C. Suresh Singh,YSRCP,M2
4,830,UZA1934041,10:08:04,10:11:04,W. Vijay Babu,SP,M2
4,830,VMS5344627,10:11:20,10:13:20,H. Divya Yadav,TDP,M2
4,830,SMA9505426,11:35:18,11:37:18,H. Divya Yadav,TDP,M3
6,1173,ING6155553,15:56:43,15:57:43,A. Lakshmi Sharma,CPM,M2
6,1173,WOJ9500509,14:12:43,14:13:43,Z. Latha Reddy,BSP,M2
6,1173,SSE4937527,10:14:02,10:15:02,Z. Latha Reddy,BSP,M3
6,1173,ALH1707502,12:40:29,12:43:29,A. Manoj Naidu,DMK,M3
2,417,YWF0297768,09:01:09,09:02:09,Z. Sanjay Yadav,JD(U),M1
2,417,YVB2132468,10:31:52,10:32:52,N. Ravi Singh,AAP,M1
2,417,DKL6118036,09:56:55,09:59:55,T. Rahul Singh,INC,M1
2,417,VHK2674104,11:24:12,11:27:12,N. Ravi Singh,AAP,M2
2,417,SPS1311422,15:46:17,15:48:17,W. Rahul Reddy,TDP,M2
2,417,IPM6319293,08:09:55,08:11:55,N. Ravi Singh,AAP,M3
4,881,NBY3861494,13:28:14,13:30:14,H. Divya Yadav,TDP,M1
4,881,YTA0530214,14:20:51,14:23:51,W. Vijay Babu,SP,M1
4,881,KMJ1679808,08:37:19,08:38:19,H. Divya Yadav,TDP,M2
4,881,BJB1295280,14:49:03,14:51:03,W. Vijay Babu,SP,M2
4,881,RAQ1333125,15:04:21,15:06:21,H. Divya Yadav,TDP,M2
4,881,JDE0732840,11:32:09,11:35:09,W. Vijay Babu,SP,M2
2,357,XCB2687761,13:50:08,13:53:08,W. Rahul Reddy,TDP,M1
2,357,YIF8335482,08:10:43,08:13:43,N. Ravi Singh,AAP,M2
2,357,UMR5667796,14:27:48,14:30:48,Z. Sanjay Yadav,JD(U),M2
2,357,PAL2818304,08:02:09,08:04:09,W. Rahul Reddy,TDP,M3
2,357,NTS6242497,16:15:05,16:18:05,Z. Sanjay Yadav,JD(U),M3
4,916,FZM3245814,14:01:25,14:03:25,H. Divya Yadav,TDP,M1
4,916,WCB1015748,16:48:46,16:49:46,H. Divya Yadav,TDP,M1
4,916,SNY2528706,08:17:05,08:20:05,C. Suresh Singh,YSRCP,M2
4,916,JNX1899042,10:47:43,10:50:43,H. Divya Yadav,TDP,M3
4,948,JYR0879672,09:03:15,09:04:15,C. Suresh Singh,YSRCP,M1
4,948,FHO6290912,16:01:44,16:02:44,W. Vijay Babu,SP,M2
4,948,DDP0519670,12:48:25,12:50:25,H. Divya Yadav,TDP,M2
4,948,EGL2843114,09:16:33,09:19:33,H. Divya Yadav,TDP,M3
1,27,ISF0688228,12:32:42,12:34:42,Y. Sneha Kumar,BJP,M1
1,27,WUN4927871,11:26:38,11:29:38,Y. Sneha Kumar,BJP,M1
1,27,ZVN9060135,10:13:24,10:16:24,V. Priya Reddy,JD(U),M1
1,27,XEP7591996,12:10:56,12:12:56,C. Suresh Naidu,INC,M2
1,27,JBD1948084,11:59:30,12:01:30,V. Priya Reddy,JD(U),M2
1,27,BXE0154749,14:50:09,14:52:09,D. Rahul Singh,TDP,M3
5,1021,CRI7677206,15:12:25,15:15:25,O. Arun Verma,BRS,M2
5,1021,SHG1115712,10:28:47,10:30:47,O. Arun Verma,BRS,M2
5,1021,SQW9827541,11:06:24,11:08:24,M. Arun Yadav,BJP,M3
5,1021,EXL2489887,09:06:14,09:09:14,M. Arun Yadav,BJP,M3
7,1284,DET7416676,11:58:08,12:01:08,L. Anil Yadav,DMK,M2
7,1284,WAY5752751,10:16:27,10:18:27,K. Meena Babu,TDP,M2
7,1284,OCZ2954984,11:45:00,11:46:00,A. Anil Reddy,CPM,M2
7,1284,XLS3576797,08:47:11,08:50:11,K. Meena Babu,TDP,M2
7,1284,EYV0877320,13:06:00,13:09:00,R. Kavya Yadav,JD(U),M3
2,512,MUE8474587,15:33:22,15:35:22,N. Ravi Singh,AAP,M1
2,512,BNW6410839,08:31:00,08:32:00,T. Rahul Singh,INC,M2
2,512,UKR5998207,16:48:05,16:50:05,W. Rahul Reddy,TDP,M2
2,512,ZXS5502873,13:21:24,13:23:24,T. Rahul Singh,INC,M2
2,512,XNZ9329718,14:32:31,14:34:31,N. Ravi Singh,AAP,M3
2,512,UEG2292261,10:36:51,10:37:51,W. Rahul Reddy,TDP,M3
4,848,YFO0686839,16:50:16,16:52:16,C. Suresh Singh,YSRCP,M1
4,848,XYB1168700,11:51:40,11:54:40,H. Divya Yadav,TDP,M1
4,848,ETO8749261,12:00:39,12:01:39,H. Divya Yadav,TDP,M2
4,848,RDM6529679,15:54:52,15:55:52,H. Divya Yadav,TDP,M2
4,848,IST1920557,09:26:48,09:29:48,H. Divya Yadav,TDP,M3
2,436,LFK6321401,14:54:01,14:55:01,N. Ravi Singh,AAP,M1
2,436,DPF8430148,11:51:57,11:52:57,T. Rahul Singh,INC,M1
2,436,RNK0649890,11:24:27,11:25:27,T. Rahul Singh,INC,M1
2,436,OYY9303753,12:28:18,12:31:18,N. Ravi Singh,AAP,M3
8,1520,BMH9289972,09:39:35,09:40:35,U. Arun Singh,DMK,M2
8,1520,HEM7895125,14:18:17,14:21:17,U. Arun Singh,DMK,M2
8,1520,EQC2066964,10:33:46,10:34:46,B. Latha Reddy,BJP,M2
8,1520,KGV3156648,14:20:31,14:22:31,U. Anjali Yadav,TDP,M3
8,1520,GAI4719396,10:27:53,10:28:53,X. Sanjay Singh,SP,M3
8,1520,IEW8418594,13:03:01,13:06:01,B. Latha Reddy,BJP,M3
4,1004,JFM6939028,08:09:06,08:11:06,C. Suresh Singh,YSRCP,M1
4,1004,XKB7268959,16:17:29,16:18:29,C. Suresh Singh,YSRCP,M1
4,1004,HTD8852622,12:30:54,12:33:54,C. Suresh Singh,YSRCP,M2
4,1004,YES8602152,13:44:28,13:45:28,H. Divya Yadav,TDP,M2
6,1207,XQJ8304693,09:19:16,09:22:16,A. Manoj Naidu,DMK,M1
6,1207,NCO2278198,10:02:11,10:05:11,A. Lakshmi Sharma,CPM,M1
6,1207,PJZ7116689,15:36:16,15:38:16,A. Lakshmi Sharma,CPM,M2
6,1207,JID0535898,15:46:21,15:49:21,A. Manoj Naidu,DMK,M3
2,479,IBL8499116,10:29:19,10:32:19,W. Rahul Reddy,TDP,M1
2,479,GAF5147236,13:24:39,13:27:39,T. Rahul Singh,INC,M2
2,479,LLC9276796,12:46:55,12:49:55,T. Rahul Singh,INC,M3
2,479,PZS8446275,14:47:18,14:50:18,N. Ravi Singh,AAP,M3
2,479,AVW3282480,09:51:17,09:52:17,Z. Sanjay Yadav,JD(U),M3
4,908,RJG2990607,15:37:26,15:39:26,C. Suresh Singh,YSRCP,M1
4,908,CPN0897032,12:16:39,12:17:39,W. Vijay Babu,SP,M2
4,908,SSA8761475,16:36:40,16:37:40,W. Vijay Babu,SP,M2
4,908,KPS4533498,12:40:50,12:41:50,W. Vijay Babu,SP,M2
4,908,XGG4012910,14:02:41,14:05:41,W. Vijay Babu,SP,M3
1,297,CJT3617428,13:15:21,13:16:21,D. Rahul Singh,TDP,M1
1,297,GPC7267840,08:16:54,08:18:54,V. Priya Reddy,JD(U),M1
1,297,ACY9730614,08:47:14,08:48:14,Y. Sneha Kumar,BJP,M1
1,297,MPZ3516754,11:54:44,11:57:44,D. Rahul Singh,TDP,M3
1,297,HYE5296288,09:37:01,09:40:01,C. Suresh Naidu,INC,M3
1,297,FDG0635770,14:13:13,14:16:13,D. Rahul Singh,TDP,M3
4,906,PVH7723585,10:19:08,10:22:08,W. Vijay Babu,SP,M1
4,906,TFU2748021,13:37:02,13:39:02,C. Suresh Singh,YSRCP,M2
4,906,EDO6801613,10:03:27,10:04:27,W. Vijay Babu,SP,M2
4,906,HJY4721904,13:18:32,13:19:32,H. Divya Yadav,TDP,M2
4,906,YTC2821913,15:22:31,15:24:31,H. Divya Yadav,TDP,M3
8,1396,WBD0245024,09:42:09,09:43:09,U. Anjali Yadav,TDP,M3
8,1396,IAM8655638,12:34:25,12:36:25,B. Latha Reddy,BJP,M3
8,1396,TJG1142344,09:04:05,09:05:05,U. Arun Singh,DMK,M3
5,1042,HZL3482692,10:06:50,10:07:50,M. Arun Yadav,BJP,M2
5,1042,XVB9230874,14:02:55,14:04:55,M. Arun Yadav,BJP,M3
5,1042,VIF2193048,11:35:45,11:38:45,M. Arun Yadav,BJP,M3
