CON_ID,POLLING_BOOTH_ID,VOTER_ID,ENTRY_TIME,EXIT_TIME,CANDIDATE_VOTED,PARTY_VOTED
2,551,MGZ8518683,08:22:38,08:24:38,N. Ravi Singh,QOP
1,184,MSM7270920,08:39:06,08:41:06,V. Priya Reddy,LAG
2,497,RWX6944227,11:27:07,11:29:07,N. Ravi Singh,QOP
8,1405,YLW8152856,12:58:28,13:00:28,B. Latha Reddy,ZAR
8,1521,WRT5076441,15:03:17,15:06:17,U. Arun Singh,KEM
3,734,SGE2080921,16:22:21,16:24:21,Y. Suresh Sharma,TIL
2,545,SQB1593315,11:21:48,11:22:48,T. Rahul Singh,MEX
1,118,LKK7493897,12:24:50,12:26:50,D. Rahul Singh,VUN
1,219,NJK1492518,15:22:45,15:23:45,Y. Sneha Kumar,ZAR
1,208,FAZ9874176,08:59:29,09:00:29,Y. Sneha Kumar,ZAR
3,755,UTZ0806979,13:36:44,13:38:44,Y. Suresh Sharma,TIL
7,1314,AXV6718309,12:37:29,12:40:29,R. Kavya Yadav,LAG
1,229,KQS8851662,13:21:01,13:23:01,C. Suresh Naidu,MEX
3,700,TFD3485352,10:03:27,10:06:27,T. Priya Naidu,MEX
2,506,DMA3497809,12:42:49,12:45:49,Z. Sanjay Yadav,LAG
7,1352,QSZ6681721,15:13:46,15:14:46,L. Anil Yadav,KEM
2,576,DJS7010074,15:13:16,15:16:16,T. Rahul Singh,MEX
5,1064,XNY8597580,08:47:04,08:50:04,O. Arun Verma,TIL
3,781,VRB6497398,10:24:51,10:25:51,T. Priya Naidu,MEX
1,350,NLY4230744,15:02:19,15:04:19,C. Suresh Naidu,MEX
1,275,FVV3710940,11:01:08,11:02:08,D. Rahul Singh,VUN
1,235,NAU1331575,14:59:31,15:02:31,C. Suresh Naidu,MEX
7,1276,VFJ5430143,13:14:25,13:15:25,K. Meena Babu,VUN
6,1200,YDE5725441,13:54:49,13:56:49,K. Anil Das,MEX
1,213,ZRZ2326311,16:41:22,16:42:22,C. Suresh Naidu,MEX
1,344,HCZ2971585,10:18:23,10:19:23,Y. Sneha Kumar,ZAR
1,254,YPV2869964,16:11:13,16:12:13,Y. Sneha Kumar,ZAR
4,847,GOQ9647488,14:45:18,14:48:18,W. Vijay Babu,WUF
4,1013,DCE9956757,11:39:29,11:41:29,C. Suresh Singh,NOD
6,1185,FPX5416904,09:39:18,09:42:18,A. Manoj Naidu,KEM
4,897,NNS5541106,11:11:43,11:14:43,H. Divya Yadav,VUN
1,60,UOK3070522,16:12:44,16:15:44,V. Priya Reddy,LAG
5,1082,CPZ0827778,11:02:24,11:05:24,O. Arun Verma,TIL
1,319,UHP0227483,11:09:30,11:10:30,C. Suresh Naidu,MEX
8,1397,CUY9589392,12:13:05,12:14:05,U. Arun Singh,KEM
2,547,QTE4897382,16:49:41,16:52:41,W. Rahul Reddy,VUN
6,1232,XPA5435419,13:51:13,13:53:13,K. Anil Das,MEX
3,768,PVZ6660306,11:00:14,11:02:14,R. Rahul Babu,ZAR
3,702,ANE2515640,13:49:06,13:52:06,Y. Suresh Sharma,TIL
5,1075,BGF9026494,14:02:06,14:03:06,C. Latha Reddy,QOP
5,1060,YGB0751729,13:17:32,13:18:32,M. Arun Yadav,ZAR
5,1061,TGW2295180,13:34:08,13:37:08,O. Arun Verma,TIL
7,1345,LDU3746245,12:19:16,12:22:16,L. Anil Yadav,KEM
3,690,WJO5200818,08:46:26,08:47:26,R. Rahul Babu,ZAR
1,127,DBI9971748,10:46:05,10:48:05,C. Suresh Naidu,MEX
7,1275,KQZ3537083,16:26:43,16:27:43,L. Anil Yadav,KEM
1,172,ARK5842468,14:36:59,14:38:59,V. Priya Reddy,LAG
5,1075,KNR0092170,08:13:43,08:14:43,M. Arun Yadav,ZAR
2,424,SNZ8267438,08:30:26,08:32:26,Z. Sanjay Yadav,LAG
2,379,TMU8047377,15:24:21,15:26:21,Z. Sanjay Yadav,LAG
4,986,FRX4645252,15:07:13,15:08:13,W. Vijay Babu,WUF
5,1102,KGZ6505516,13:42:47,13:43:47,O. Arun Verma,TIL
1,211,NCU6792926,08:59:09,09:01:09,Y. Sneha Kumar,ZAR
1,105,OYW8296636,09:35:32,09:37:32,C. Suresh Naidu,MEX
4,946,UOA5993718,08:40:10,08:41:10,H. Divya Yadav,VUN
2,398,ZLE5673831,13:39:14,13:40:14,Z. Sanjay Yadav,LAG
2,457,NWF6898584,16:44:26,16:46:26,W. Rahul Reddy,VUN
7,1288,CQN0080825,10:02:20,10:04:20,R. Kavya Yadav,LAG
5,1063,LTO4458568,11:40:43,11:43:43,C. Latha Reddy,QOP
4,1007,EAI1237161,11:56:38,11:59:38,C. Suresh Singh,NOD
5,1071,EZE2755756,09:20:42,09:21:42,C. Latha Reddy,QOP
4,941,KNU1217312,13:34:12,13:37:12,C. Suresh Singh,NOD
2,516,BHK3818813,16:25:16,16:27:16,N. Ravi Singh,QOP
6,1167,ZKN4035902,09:06:18,09:07:18,A. Manoj Naidu,KEM
4,804,ZSZ1019207,16:28:28,16:31:28,C. Suresh Singh,NOD
4,806,NVK5666710,10:59:53,11:01:53,W. Vijay Babu,WUF
5,1098,ABX0201115,09:24:41,09:26:41,O. Arun Verma,TIL
5,1115,OBT5858768,11:54:28,11:56:28,C. Latha Reddy,QOP
8,1441,LXH8563277,10:04:09,10:07:09,B. Latha Reddy,ZAR
8,1390,YDP7007335,10:29:58,10:30:58,U. Anjali Yadav,VUN
2,536,WXO8075844,11:24:23,11:25:23,Z. Sanjay Yadav,LAG
6,1152,VKM5186508,13:36:35,13:38:35,A. Manoj Naidu,KEM
3,645,BND8826620,08:43:00,08:45:00,T. Priya Naidu,MEX
2,440,KIC2274048,09:32:38,09:33:38,W. Rahul Reddy,VUN
1,297,HYE5296288,08:45:08,08:46:08,C. Suresh Naidu,MEX
2,383,GEF5456812,13:15:22,13:18:22,W. Rahul Reddy,VUN
2,396,FCE2486650,08:32:18,08:34:18,Z. Sanjay Yadav,LAG
1,296,RYM4663431,14:40:30,14:42:30,Y. Sneha Kumar,ZAR
7,1305,OUN9998051,11:58:39,11:59:39,R. Kavya Yadav,LAG
8,1468,HFR6199184,12:22:37,12:25:37,U. Anjali Yadav,VUN
1,182,OIR2041853,15:04:05,15:07:05,Y. Sneha Kumar,ZAR
3,717,DLH4189043,12:20:14,12:23:14,T. Priya Naidu,MEX
2,559,KOX0528312,12:17:47,12:19:47,T. Rahul Singh,MEX
1,64,JVM4179762,08:03:10,08:05:10,Y. Sneha Kumar,ZAR
7,1256,VMH5266822,10:33:56,10:35:56,K. Meena Babu,VUN
4,928,AGC0530896,09:49:33,09:51:33,W. Vijay Babu,WUF
3,709,QKF5522731,14:58:45,15:01:45,T. Priya Naidu,MEX
3,736,ZJQ0888761,15:28:03,15:31:03,Y. Suresh Sharma,TIL
7,1316,EQU5062840,14:07:16,14:09:16,R. Kavya Yadav,LAG
7,1341,UQH1732024,08:28:55,08:31:55,L. Anil Yadav,KEM
6,1175,NEZ1471341,13:27:33,13:30:33,Z. Latha Reddy,RYX
2,483,ZYT2463052,14:48:34,14:51:34,Z. Sanjay Yadav,LAG
7,1255,JCY7615424,08:51:27,08:52:27,L. Anil Yadav,KEM
1,83,XZZ7903913,14:03:04,14:04:04,V. Priya Reddy,LAG
3,645,KQF9853348,08:41:39,08:44:39,T. Priya Naidu,MEX
8,1420,CKP9607457,13:54:15,13:55:15,U. Arun Singh,KEM
3,698,RSS1280868,12:27:17,12:29:17,T. Priya Naidu,MEX
1,52,RIC7612225,11:51:03,11:54:03,C. Suresh Naidu,MEX
6,1144,KQA8771084,14:51:29,14:53:29,Z. Latha Reddy,RYX
6,1186,VEU4668074,10:52:05,10:55:05,A. Manoj Naidu,KEM
4,828,OKE0029082,11:24:01,11:27:01,H. Divya Yadav,VUN
1,52,OYQ3881541,08:03:50,08:05:50,C. Suresh Naidu,MEX
4,974,ZMP2411197,15:25:47,15:28:47,W. Vijay Babu,WUF
4,837,ESU9098384,10:14:00,10:15:00,H. Divya Yadav,VUN
8,1495,UWE2894947,11:19:59,11:22:59,X. Sanjay Singh,WUF
2,499,PWK8120873,10:04:27,10:07:27,Z. Sanjay Yadav,LAG
1,241,XDY5735099,09:05:46,09:08:46,Y. Sneha Kumar,ZAR
3,684,EOL7420199,13:21:49,13:22:49,Y. Suresh Sharma,TIL
6,1221,UKK1462893,09:02:24,09:05:24,Z. Latha Reddy,RYX
1,70,YDD5259178,13:11:39,13:13:39,Y. Sneha Kumar,ZAR
6,1170,ETE9259124,11:27:14,11:28:14,A. Lakshmi Sharma,BIR
1,347,DNT0290886,13:22:01,13:25:01,C. Suresh Naidu,MEX
2,429,UNI8194054,15:57:32,16:00:32,N. Ravi Singh,QOP
3,735,CMM9139005,08:31:47,08:34:47,Y. Suresh Sharma,TIL
2,456,QFO6599747,10:40:57,10:42:57,N. Ravi Singh,QOP
4,893,YPL2415528,11:54:15,11:57:15,H. Divya Yadav,VUN
3,701,HAH2857628,13:13:40,13:16:40,T. Priya Naidu,MEX
1,347,TLR7098868,10:02:12,10:04:12,C. Suresh Naidu,MEX
6,1138,OJT4905321,16:38:52,16:41:52,A. Lakshmi Sharma,BIR
1,240,LSL3164030,14:59:31,15:00:31,V. Priya Reddy,LAG
2,423,CRL2786086,16:00:37,16:01:37,N. Ravi Singh,QOP
7,1368,MHU4390262,08:11:48,08:14:48,L. Anil Yadav,KEM
2,483,RWR8249229,09:53:42,09:56:42,W. Rahul Reddy,VUN
2,360,DNO4808145,11:15:55,11:17:55,W. Rahul Reddy,VUN
1,224,QPA1693834,11:52:24,11:54:24,V. Priya Reddy,LAG
5,1102,MRR8578483,11:43:38,11:46:38,M. Arun Yadav,ZAR
3,692,UMI7129261,13:48:34,13:50:34,R. Rahul Babu,ZAR
2,519,GTW1389474,10:17:44,10:18:44,N. Ravi Singh,QOP
1,8,NFV0726794,11:49:32,11:52:32,Y. Sneha Kumar,ZAR
7,1361,RMF0888837,15:10:57,15:12:57,L. Anil Yadav,KEM
7,1349,LYT7310381,10:17:39,10:20:39,L. Anil Yadav,KEM
6,1209,KNP1038619,10:55:34,10:58:34,Z. Latha Reddy,RYX
2,477,EBJ6226410,15:58:39,16:01:39,N. Ravi Singh,QOP
3,647,HTD4063170,14:46:14,14:48:14,T. Priya Naidu,MEX
8,1456,NKO8425711,15:20:32,15:21:32,X. Sanjay Singh,WUF
5,1051,YPW8018572,12:09:01,12:12:01,O. Arun Verma,TIL
1,161,EKJ3619779,12:41:03,12:44:03,C. Suresh Naidu,MEX
4,826,LNC7900920,14:08:50,14:10:50,W. Vijay Babu,WUF
2,466,RGM9938967,14:34:45,14:35:45,W. Rahul Reddy,VUN
4,944,SWN1965872,13:04:58,13:06:58,C. Suresh Singh,NOD
6,1180,ZMH9204059,10:35:37,10:36:37,K. Anil Das,MEX
1,79,LEU0646340,08:59:46,09:01:46,D. Rahul Singh,VUN
3,617,VSF4939861,08:55:08,08:58:08,Y. Suresh Sharma,TIL
6,1184,FSS0941038,12:12:36,12:14:36,K. Anil Das,MEX
3,783,PGN7847166,08:52:00,08:54:00,S. Kavya Joshi,RYX
4,880,ZUB5436164,14:57:27,14:59:27,C. Suresh Singh,NOD
4,904,OES4112350,11:20:20,11:21:20,H. Divya Yadav,VUN
3,679,WQO0375041,13:01:07,13:02:07,S. Kavya Joshi,RYX
5,1032,IQV2123817,16:02:57,16:05:57,M. Arun Yadav,ZAR
7,1253,QMD6707380,09:15:19,09:16:19,A. Anil Reddy,BIR
5,1112,UTS4998281,12:34:22,12:36:22,C. Latha Reddy,QOP
3,601,IEU2990554,12:46:42,12:49:42,Y. Suresh Sharma,TIL
1,257,KLG1843328,08:24:19,08:27:19,V. Priya Reddy,LAG
4,893,BLH7401250,16:44:42,16:45:42,C. Suresh Singh,NOD
1,249,VPT4200158,10:30:00,10:32:00,Y. Sneha Kumar,ZAR
4,808,SYG1422840,12:49:19,12:52:19,C. Suresh Singh,NOD
3,736,RYP2044028,14:28:26,14:30:26,R. Rahul Babu,ZAR
2,366,EWC3771470,14:34:20,14:36:20,Z. Sanjay Yadav,LAG
7,1281,SEE4032014,16:54:27,16:56:27,K. Meena Babu,VUN
6,1204,DUQ4547646,10:33:43,10:35:43,A. Lakshmi Sharma,BIR
3,788,RCK6367600,09:54:48,09:55:48,T. Priya Naidu,MEX
1,264,DDC2930063,08:39:15,08:41:15,Y. Sneha Kumar,ZAR
3,770,XLW2252889,13:35:38,13:37:38,T. Priya Naidu,MEX
6,1219,GMD6044861,10:56:22,10:59:22,A. Lakshmi Sharma,BIR
8,1393,CWY3015656,15:13:49,15:16:49,U. Arun Singh,KEM
4,835,MXC0063974,11:53:55,11:55:55,C. Suresh Singh,NOD
8,1414,BRZ9784235,10:28:38,10:31:38,U. Anjali Yadav,VUN
1,76,XOA0832239,15:39:28,15:40:28,C. Suresh Naidu,MEX
2,406,EXC6031246,13:48:41,13:49:41,W. Rahul Reddy,VUN
2,568,GLI1009387,14:29:02,14:32:02,Z. Sanjay Yadav,LAG
1,105,OVC6357363,13:31:10,13:33:10,Y. Sneha Kumar,ZAR
7,1320,XYU9951745,10:27:49,10:29:49,R. Kavya Yadav,LAG
2,404,XIS3810451,10:08:54,10:09:54,W. Rahul Reddy,VUN
3,702,BFP9069789,15:21:55,15:22:55,Y. Suresh Sharma,TIL
2,438,IOL1231721,08:03:05,08:05:05,N. Ravi Singh,QOP
3,776,YVR5569204,15:37:44,15:38:44,T. Priya Naidu,MEX
1,93,NVQ3886456,11:37:23,11:38:23,C. Suresh Naidu,MEX
2,358,RMF9717754,13:20:31,13:23:31,N. Ravi Singh,QOP
7,1374,RED9839196,13:59:06,14:00:06,K. Meena Babu,VUN
5,1126,KMC0855256,09:21:21,09:24:21,C. Latha Reddy,QOP
5,1100,WLL3917734,16:47:28,16:50:28,C. Latha Reddy,QOP
