CON_ID,POLLING_BOOTH_ID,Voter ID,Name,Gender,Age
2,483,RWR8249229,R. Latha Yadav,Female,46
2,480,OYS2558337,P. Anjali Yadav,Female,43
2,527,RTF8252172,L. Arun Joshi,Male,44
1,144,SCU0594984,N. Vikram Yadav,Male,38
2,530,QGT8094890,Y. Anil Reddy,Male,43
7,1284,OCZ2954984,A. Latha Naidu,Female,62
3,710,SAI2616644,U. Anil Naidu,Male,28
2,478,YAJ4235523,P. Sneha Yadav,Female,25
8,1491,RYX7669329,F. Ravi Singh,Male,23
8,1437,XTU8765755,N. Divya Das,Female,31
4,882,NEW4674840,G. Lakshmi Babu,Female,24
8,1486,MUS3875030,B. Kiran Das,Male,64
3,623,TTZ6493893,N. Manoj Kumar,Male,24
1,112,DZV7947432,M. Ravi Das,Male,49
7,1338,PYX2054682,Z. Latha Singh,Female,49
6,1209,DZG9557828,G. Manoj Sharma,Male,54
1,268,WXQ4499673,R. Rahul Babu,Male,55
4,856,WHS8959512,P. Latha Verma,Female,54
3,641,SEG6681775,C. Ravi Das,Male,47
6,1162,TTX6732324,G. Kavya Reddy,Female,36
1,259,TIF3087055,D. Priya Joshi,Female,45
1,126,MRR2896417,S. Latha Verma,Female,44
4,844,NVB8001601,R. Vijay Sharma,Male,30
4,960,XRA5407525,T. Manoj Babu,Male,63
1,264,QGJ7094262,H. Radha Verma,Female,34
8,1388,MQS0863998,M. Ravi Das,Male,20
3,581,YRH5618021,I. Vikram Sharma,Male,38
1,282,VKX3719759,H. Priya Babu,Female,24
4,825,TYK7029439,K. Kiran Babu,Male,26
1,139,SCE7673103,J. Lakshmi Verma,Female,34
7,1364,OKA3053323,O. Radha Das,Female,42
1,334,EGG1122739,V. Sanjay Singh,Male,39
6,1244,VJW4486536,M. Divya Yadav,Female,35
2,476,TQZ7327391,K. Anil Naidu,Male,60
2,363,VBW7613214,Z. Manoj Naidu,Male,20
1,320,NYW4097859,S. Divya Singh,Female,24
1,68,ZRK7940255,B. Anil Babu,Male,40
2,537,RDZ4290873,Y. Anil Babu,Male,57
4,966,SLB0703189,D. Anjali Joshi,Female,58
1,170,LMU6163784,K. Suresh Das,Male,64
1,247,PUN3116493,Y. Sita Reddy,Female,52
8,1384,VSH6011316,T. Lakshmi Kumar,Female,53
4,800,QSQ9541340,F. Lakshmi Joshi,Female,55
1,344,NMR4840072,M. Divya Das,Female,18
2,445,OCC7838075,X. Meena Joshi,Female,38
6,1216,WCW1827686,I. Anjali Yadav,Female,27
2,362,ONP1925959,Z. Lakshmi Sharma,Female,32
1,350,SDD3283166,U. Kiran Kumar,Male,30
1,222,SWL4588096,Q. Radha Naidu,Female,58
6,1175,MIH5187870,N. Meena Verma,Female,23
1,295,ZLZ9838803,O. Radha Sharma,Female,19
4,886,STL0020554,U. Suresh Naidu,Male,51
3,625,FCU1323886,P. Ravi Reddy,Male,48
4,855,LSQ1468017,T. Vijay Kumar,Male,24
1,170,GPS2908826,I. Sneha Reddy,Female,49
1,83,CMP5999185,P. Rahul Singh,Male,53
2,517,AFX9327744,S. Divya Reddy,Female,33
2,573,ZEI5766349,Q. Ravi Verma,Male,42
1,319,PBR6101043,D. Vikram Joshi,Male,23
4,855,ILN2964508,Y. Kavya Sharma,Female,32
1,71,FNB8243198,S. Suresh Reddy,Male,50
4,916,JNX1899042,C. Kavya Babu,Female,38
2,427,OHQ4547197,G. Radha Naidu,Female,47
1,311,JVW9068715,H. Arun Das,Male,31
1,293,CXX5739001,W. Manoj Naidu,Male,55
3,692,GGI8773202,N. Lakshmi Kumar,Female,24
2,384,KNZ2321168,O. Ravi Yadav,Male,31
5,1120,ZKB2819855,W. Anil Verma,Male,37
8,1472,VZD8366528,A. Ravi Sharma,Male,59
4,935,DYB9474343,C. Vikram Yadav,Male,23
7,1350,QGH4502118,B. Rahul Babu,Male,42
1,134,IOI2050828,R. Kiran Joshi,Male,19
1,147,GVX0928738,H. Lakshmi Verma,Female,50
2,393,XAS9551984,Z. Vikram Yadav,Male,33
2,419,AMI6831880,T. Divya Verma,Female,33
2,542,SRP3397464,C. Ravi Yadav,Male,30
4,978,VJT2107587,H. Meena Babu,Female,33
5,1086,CMI0336986,H. Sanjay Babu,Male,34
1,41,USB4414833,L. Sita Naidu,Female,58
5,1046,GCI8109939,A. Latha Yadav,Female,38
3,782,BIZ4595620,N. Sneha Kumar,Female,20
2,534,VQM0269417,C. Latha Naidu,Female,62
2,575,XJL2422076,F. Priya Yadav,Female,61
2,471,BKN9695223,H. Vijay Das,Male,48
6,1139,DYL9121006,V. Sanjay Babu,Male,63
2,552,COO8590757,X. Sanjay Reddy,Male,31
2,429,TYY5125343,S. Suresh Babu,Male,55
5,1088,RKK8604233,T. Sita Babu,Female,60
1,5,ZLV2461287,E. Priya Naidu,Female,45
1,258,KUN5182000,J. Meena Das,Female,23
2,419,RGM4945382,M. Priya Reddy,Female,35
2,579,UFF2265896,F. Arun Babu,Male,43
7,1356,UHZ6433246,I. Latha Babu,Female,29
1,166,PHC0968278,U. Sita Babu,Female,27
6,1209,KID0429475,Z. Latha Babu,Female,34
2,525,NVV8101287,V. Vikram Yadav,Male,48
6,1179,KXJ5410656,H. Ravi Naidu,Male,48
2,361,BWD2459437,J. Meena Singh,Female,35
5,1049,AHT1747066,U. Anil Sharma,Male,61
4,1016,YXT5007283,G. Divya Yadav,Female,56
6,1244,VHH7538939,F. Vijay Reddy,Male,52
1,161,SDT5136082,H. Latha Verma,Female,34
7,1276,KJO4166366,W. Ravi Reddy,Male,22
8,1501,DCC1125272,X. Sneha Babu,Female,30
8,1395,ACC5497079,H. Vikram Sharma,Male,62
2,544,VWW3641880,B. Rahul Reddy,Male,58
1,226,WCV1492387,T. Anil Naidu,Male,33
4,872,XMO4676887,D. Suresh Singh,Male,28
1,275,BRA8577298,O. Manoj Sharma,Male,61
2,469,DVX6095441,V. Vikram Singh,Male,56
4,979,OJV0450439,Q. Anjali Verma,Female,46
8,1431,ACP6352693,R. Kiran Das,Male,27
2,515,PSJ4060367,Y. Manoj Babu,Male,37
4,945,CPE9347714,W. Sita Singh,Female,27
5,1106,ATO4597961,E. Manoj Joshi,Male,58
2,456,WKP6233281,K. Kiran Das,Male,27
1,227,RXD7915677,T. Meena Naidu,Female,46
3,596,ADR1712286,Q. Meena Reddy,Female,55
4,956,WTO2772693,T. Meena Das,Female,36
8,1425,VXS6756792,T. Sita Joshi,Female,22
5,1105,BHG1804909,D. Suresh Singh,Male,24
4,854,UIF1054502,L. Manoj Reddy,Male,45
1,340,NZV9064966,G. Anil Babu,Male,47
8,1479,SAN7554263,I. Kiran Das,Male,46
2,487,FQF6828874,A. Suresh Reddy,Male,26
3,757,BEG0894443,B. Arun Reddy,Male,31
8,1501,BWJ5266293,Y. Meena Babu,Female,28
1,342,UWH6289869,E. Suresh Singh,Male,60
1,282,KOC2772981,S. Ravi Babu,Male,30
3,592,ROB7956062,D. Sanjay Kumar,Male,37
1,338,CQX3463553,V. Anil Verma,Male,61
4,872,HJR3447416,W. Latha Singh,Female,56
1,5,SXW6857202,I. Suresh Reddy,Male,43
1,246,NCJ0299671,E. Kavya Joshi,Female,31
6,1143,YBT2226573,X. Sanjay Joshi,Male,34
1,301,QHT5533580,W. Sita Das,Female,22
2,500,XAW4252116,P. Anjali Joshi,Female,51
6,1135,MPQ4215158,P. Kiran Joshi,Male,38
1,8,POA7620498,Q. Suresh Singh,Male,23
6,1164,VER2734523,Z. Kiran Babu,Male,37
1,277,VPE9585706,V. Vikram Singh,Male,19
8,1444,LYM7389854,B. Vijay Das,Male,56
1,269,KES7510663,T. Anjali Das,Female,60
1,132,LJH6747435,I. Latha Das,Female,27
8,1442,TLS1243567,V. Lakshmi Reddy,Female,45
1,171,LBF0039657,P. Arun Babu,Male,52
2,455,HAP5210201,G. Manoj Das,Male,33
1,153,ASX5755382,G. Kavya Das,Female,53
1,24,KCB2989885,I. Kiran Kumar,Male,58
1,292,RXW4237278,Y. Lakshmi Joshi,Female,51
8,1459,KTI5132517,J. Meena Reddy,Female,49
1,275,FVV3710940,I. Vikram Verma,Male,62
2,420,WMZ9225074,P. Anil Babu,Male,61
7,1285,SLR0253625,O. Anil Reddy,Male,63
1,98,MFS3821152,L. Manoj Kumar,Male,42
8,1417,DYD8149857,M. Vikram Verma,Male,42
3,677,RBV4643359,M. Priya Reddy,Female,44
4,818,OQE7364783,G. Sita Babu,Female,48
1,271,OWB1232262,U. Latha Babu,Female,59
2,390,WDG2772309,F. Lakshmi Kumar,Female,50
4,865,CQC9327415,Y. Sita Reddy,Female,22
4,989,ZOH4961566,P. Arun Joshi,Male,20
2,466,ULJ2308834,R. Meena Verma,Female,64
8,1473,UPU5184276,Y. Manoj Singh,Male,62
4,1002,URH7848126,Y. Priya Babu,Female,37
6,1205,ZAZ2140002,E. Lakshmi Sharma,Female,42
3,698,VYB7041888,K. Divya Reddy,Female,45
7,1352,FTC6239917,X. Kiran Sharma,Male,40
4,914,WFC6312170,L. Manoj Sharma,Male,40
4,877,GMR3970315,Y. Sanjay Reddy,Male,60
7,1265,ULF6318442,R. Manoj Yadav,Male,29
5,1069,HVX5012230,X. Lakshmi Joshi,Female,35
8,1518,SRO3545636,H. Sita Yadav,Female,34
8,1501,WFM0586572,E. Vijay Kumar,Male,26
4,1005,YVM6378870,U. Lakshmi Joshi,Female,37
7,1361,CSN1526174,G. Radha Das,Female,21
1,289,ONR5599598,F. Manoj Kumar,Male,50
2,546,TYG9437955,G. Kavya Singh,Female,56
7,1252,UYV9555041,K. Priya Sharma,Female,18
4,799,KXT7718659,C. Lakshmi Babu,Female,50
1,143,XIW4917789,Y. Lakshmi Sharma,Female,21
6,1185,OIS1699750,K. Priya Das,Female,22
4,836,TOG3467413,P. Sneha Babu,Female,43
1,29,IYC6433503,Y. Vikram Singh,Male,40
1,95,ESC7261823,G. Lakshmi Yadav,Female,57
1,296,TFO7569663,K. Manoj Verma,Male,45
1,199,HMY0669312,G. Suresh Babu,Male,40
2,391,NEN4902533,P. Sneha Babu,Female,38
6,1150,GZN8688805,U. Anil Naidu,Male,19
6,1149,NRW6454364,C. Latha Singh,Female,38
2,434,WIS5199199,V. Suresh Verma,Male,36
1,92,VDA3993786,F. Meena Yadav,Female,24
1,100,QPP5200718,Y. Anjali Babu,Female,31
2,386,FAT0247970,E. Latha Kumar,Female,51
1,344,PVS3955670,M. Kavya Sharma,Female,61
2,389,KTO5602338,Q. Manoj Das,Male,58
6,1214,VLS1796144,E. Sneha Joshi,Female,32
1,289,IQS1707607,C. Sanjay Naidu,Male,58
3,774,XOR1817437,Y. Vijay Kumar,Male,51
1,234,TAM4864264,A. Latha Babu,Female,43
1,228,QVF1031056,I. Lakshmi Babu,Female,25
7,1253,PRP7145902,V. Sita Naidu,Female,25
2,366,DSH5566176,J. Radha Joshi,Female,51
4,847,GOQ9647488,T. Sanjay Yadav,Male,61
1,67,QDW7943560,A. Vikram Joshi,Male,44
5,1042,OTC3359818,J. Rahul Das,Male,43
1,31,XNI7478273,U. Sita Joshi,Female,60
2,492,HAZ6853587,C. Sanjay Kumar,Male,36
2,406,JVH5130205,P. Priya Verma,Female,20
1,35,DWV9617475,J. Latha Yadav,Female,62
1,127,XCT7076222,K. Arun Joshi,Male,45
7,1303,YOC5529851,D. Radha Sharma,Female,57
5,1073,CBL1558663,P. Meena Sharma,Female,48
2,377,CIQ7491823,C. Manoj Joshi,Male,25
7,1290,MJL1761187,A. Anil Reddy,Male,47
1,288,KQO9338574,M. Priya Babu,Female,24
6,1224,PMO8190187,P. Latha Reddy,Female,39
2,545,XXQ0115351,G. Divya Kumar,Female,47
6,1140,ZPP5880990,W. Lakshmi Yadav,Female,44
8,1496,KIJ3564139,W. Priya Babu,Female,27
1,260,QDX6911888,A. Priya Reddy,Female,31
5,1063,FLA4772950,M. Divya Yadav,Female,34
8,1495,DTZ9740804,P. Anil Reddy,Male,61
1,64,MNM7497209,R. Sanjay Sharma,Male,46
1,20,RHT0410726,S. Sita Sharma,Female,41
3,668,RJE7215099,S. Sita Kumar,Female,41
6,1178,SEP8028044,V. Kiran Joshi,Male,62
7,1254,NLH7335905,I. Sneha Kumar,Female,38
1,252,UGP4626756,I. Lakshmi Naidu,Female,56
1,13,KNR3720605,C. Vijay Sharma,Male,46
5,1097,RXO9862496,E. Ravi Singh,Male,28
2,545,JIB9244961,Y. Kavya Sharma,Female,56
3,632,XSC0524816,T. Latha Reddy,Female,27
3,739,ASU4478023,M. Rahul Babu,Male,53
2,374,KQY0590476,V. Lakshmi Naidu,Female,28
4,895,XQJ0671175,W. Kiran Singh,Male,21
1,277,ZAI3742659,R. Radha Joshi,Female,52
6,1137,MXB7110374,P. Ravi Sharma,Male,38
3,736,FUL8963951,T. Ravi Babu,Male,23
3,609,HTE3125176,C. Sanjay Reddy,Male,22
1,199,YSP2674112,A. Sita Kumar,Female,32
8,1489,SPC8345199,T. Anjali Kumar,Female,54
1,341,CDV9419032,B. Anjali Verma,Female,63
7,1334,YEU4187531,D. Lakshmi Sharma,Female,47
3,666,WJF4481943,X. Radha Singh,Female,38
1,116,DRB1841386,G. Vikram Yadav,Male,59
4,906,PVH7723585,P. Ravi Verma,Male,38
3,597,ANM7842507,P. Kiran Das,Male,18
3,767,ARE4559417,U. Anil Reddy,Male,29
4,916,NHT6652663,M. Manoj Yadav,Male,51
5,1039,MBJ6757135,M. Anil Yadav,Male,64
1,236,HBI4517652,V. Anjali Singh,Female,36
2,451,XHY1264856,C. Anjali Singh,Female,23
2,429,TAE0885356,N. Meena Joshi,Female,55
1,71,HDU1249703,O. Lakshmi Joshi,Female,61
2,448,VSR1203121,F. Lakshmi Kumar,Female,32
1,157,ZND0979919,O. Anil Das,Male,46
7,1295,SXI1406106,Z. Divya Babu,Female,44
1,68,QPF9205460,B. Anil Babu,Male,57
6,1176,KSL3033452,B. Divya Yadav,Female,35
4,989,PDH9539530,E. Divya Babu,Female,55
1,102,VHM8354727,G. Latha Kumar,Female,55
7,1367,KMR2129075,U. Rahul Naidu,Male,41
3,679,AGP1463036,Q. Divya Babu,Female,41
4,1013,NTE0758863,U. Priya Reddy,Female,22
7,1329,HUK9125875,E. Meena Das,Female,26
3,583,MIJ8857370,E. Manoj Sharma,Male,55
1,174,FZL7104410,J. Suresh Kumar,Male,37
2,374,RTU9291308,C. Ravi Naidu,Male,60
6,1210,OCP0212959,H. Kavya Das,Female,49
8,1461,ERC8945473,W. Vijay Babu,Male,37
3,592,CMK4768249,R. Meena Sharma,Female,27
5,1029,ZMC4601451,F. Radha Sharma,Female,34
1,310,VKG4477578,G. Anil Babu,Male,23
1,192,DLD4290784,Q. Divya Naidu,Female,49
2,407,QCB7772642,E. Kiran Naidu,Male,34
4,803,IJL0583741,M. Sita Joshi,Female,19
2,420,OMW5349639,V. Radha Das,Female,61
6,1201,JTA8303336,E. Sita Yadav,Female,23
5,1087,WCE5064540,W. Rahul Reddy,Male,39
1,105,OVC6357363,M. Kavya Yadav,Female,19
6,1158,GHO8697552,G. Divya Naidu,Female,36
2,558,LOF4647107,Q. Anjali Naidu,Female,56
1,21,VWX9702427,U. Vikram Das,Male,62
4,931,VQG6411284,N. Sneha Naidu,Female,57
8,1444,UHO6077083,A. Sita Naidu,Female,55
3,715,GON1657540,M. Sneha Kumar,Female,23
6,1212,YFC2248056,Z. Anil Verma,Male,46
5,1030,ZWY3780968,V. Vijay Verma,Male,46
6,1215,XRN2409993,J. Rahul Yadav,Male,39
1,148,WTK0889448,U. Vikram Yadav,Male,44
4,1015,PVT4006671,L. Latha Singh,Female,26
6,1238,NZV7867347,F. Priya Verma,Female,35
6,1166,JKJ8500562,C. Lakshmi Singh,Female,33
8,1393,QPD9150579,B. Vikram Singh,Male,59
1,293,JLF2871170,J. Anjali Joshi,Female,28
6,1243,CMW9323450,S. Lakshmi Joshi,Female,39
6,1204,YZP7026333,L. Anil Babu,Male,22
3,771,WDI5110188,P. Rahul Yadav,Male,34
1,152,NLE7495964,Y. Priya Naidu,Female,56
3,703,GSL9903744,B. Arun Joshi,Male,31
1,120,VTV5629071,J. Anil Kumar,Male,29
6,1191,RRK5981086,A. Manoj Naidu,Male,40
7,1330,YIT7952063,U. Lakshmi Babu,Female,42
4,967,GGU3023469,C. Vijay Singh,Male,24
3,782,XPJ0314326,X. Rahul Naidu,Male,28
1,54,CNZ6679560,N. Anil Singh,Male,55
2,383,RHG4559554,E. Radha Kumar,Female,57
2,379,TMU8047377,A. Kavya Reddy,Female,40
3,601,TPW1501146,F. Kavya Reddy,Female,41
1,20,UCD1861041,W. Lakshmi Singh,Female,45
1,41,DKD9744042,J. Vijay Joshi,Male,57
4,864,TPO2445668,N. Sita Joshi,Female,53
8,1482,BXK4493602,K. Sita Das,Female,38
1,299,PRX8748734,Q. Anil Verma,Male,60
1,119,DFP1493200,V. Latha Joshi,Female,60
6,1227,ICF5497775,Z. Latha Reddy,Female,50
4,985,ZTZ7681551,O. Sanjay Joshi,Male,64
1,37,TMW1381297,W. Anil Joshi,Male,36
1,297,CJT3617428,Q. Manoj Kumar,Male,39
8,1405,DAU9039107,A. Divya Joshi,Female,54
2,496,WSI3896146,M. Vijay Das,Male,23
4,848,IST1920557,B. Sneha Das,Female,48
1,311,VHK5782517,I. Arun Verma,Male,20
2,485,ZUZ5865532,O. Rahul Yadav,Male,58
6,1167,PVJ0780084,K. Vijay Das,Male,51
7,1282,UWP6969741,R. Kavya Das,Female,24
2,470,SLA1591813,Q. Manoj Reddy,Male,61
6,1148,ZHM7150882,L. Meena Naidu,Female,21
1,61,KOO9747675,C. Radha Sharma,Female,18
3,682,RKG3598768,Z. Divya Babu,Female,58
2,478,YOT9575065,C. Vijay Verma,Male,45
8,1418,UPK0804483,O. Vikram Reddy,Male,42
6,1214,ETE9609172,J. Radha Kumar,Female,26
1,29,YXB2525592,I. Suresh Singh,Male,46
7,1353,XAO5176154,N. Meena Verma,Female,59
3,670,NLX4048290,Z. Anil Verma,Male,30
5,1113,PNB7533115,U. Lakshmi Verma,Female,42
4,847,ZSH6329391,U. Anjali Naidu,Female,56
7,1278,XST5760086,N. Arun Das,Male,60
1,201,VVZ1310776,M. Kiran Kumar,Male,49
1,189,ZAM7609612,H. Radha Joshi,Female,35
8,1455,BDB2525716,S. Meena Kumar,Female,33
1,220,HRM3782244,N. Sita Singh,Female,58
1,228,ZFR9913060,S. Vikram Sharma,Male,53
1,110,MYV8520540,H. Lakshmi Reddy,Female,20
8,1479,UBU0641008,K. Radha Reddy,Female,29
4,1018,AJU8639743,Z. Lakshmi Babu,Female,26
3,664,PVX1534611,W. Ravi Reddy,Male,27
4,997,YTI8713330,N. Suresh Das,Male,23
2,352,IZQ2014646,B. Vikram Singh,Male,23
4,856,MXQ6424788,Z. Sneha Sharma,Female,44
4,900,JOD4693912,A. Sneha Reddy,Female,36
3,734,FEG1816832,H. Suresh Kumar,Male,41
4,934,WWB1971335,Z. Kavya Babu,Female,39
4,988,UIB7889820,R. Sanjay Naidu,Male,22
2,365,JNE7549456,Y. Latha Das,Female,23
4,873,FLJ1820725,H. Vikram Singh,Male,36
1,307,LLJ4204209,K. Manoj Singh,Male,21
4,912,DJO3627781,H. Meena Reddy,Female,63
1,98,YVT0699827,L. Arun Singh,Male,41
4,915,TSL7317624,Z. Vikram Das,Male,60
1,172,MRJ2477625,J. Suresh Sharma,Male,51
6,1184,XOK3903439,U. Suresh Babu,Male,30
7,1310,MEB9226005,B. Latha Babu,Female,26
1,209,NMB9812474,D. Kiran Kumar,Male,47
4,949,ZLV6235440,G. Meena Sharma,Female,36
1,279,VWK1643660,M. Manoj Babu,Male,43
7,1364,SSF4959017,J. Suresh Reddy,Male,39
2,510,AQR4331027,B. Divya Joshi,Female,54
6,1137,OGY1881012,C. Manoj Reddy,Male,47
1,325,JFA6268867,E. Radha Joshi,Female,33
2,375,BJF2910008,T. Rahul Sharma,Male,53
1,117,NVI6693421,B. Ravi Singh,Male,37
8,1453,LBV6302359,M. Sita Verma,Female,33
4,959,RZS3683843,K. Rahul Singh,Male,33
2,568,GQX3776032,S. Meena Sharma,Female,52
2,571,ZLW1370748,X. Vikram Babu,Male,51
6,1244,BXZ8628516,G. Anil Das,Male,38
6,1200,YDE5725441,U. Ravi Kumar,Male,62
1,69,HLQ2709314,H. Kiran Naidu,Male,39
1,7,PDS2443601,C. Divya Naidu,Female,31
2,476,MYY9346540,Q. Latha Yadav,Female,35
8,1470,YUT3763034,Y. Sanjay Singh,Male,52
3,681,SQG4626980,U. Manoj Sharma,Male,39
4,861,WEL6558577,Q. Kiran Verma,Male,52
5,1025,YKI9800656,I. Sanjay Verma,Male,27
6,1207,NCO2278198,P. Latha Kumar,Female,33
3,654,BAG4702967,D. Latha Naidu,Female,27
3,767,NZG4763633,M. Vikram Babu,Male,26
2,458,WUA8489015,B. Kiran Yadav,Male,50
2,508,RAQ9368976,Q. Manoj Singh,Male,51
1,128,YYM6613678,L. Kiran Singh,Male,61
1,60,ZMX9452196,V. Manoj Das,Male,29
4,806,FGM8115706,M. Arun Naidu,Male,57
5,1078,ZLG2213519,U. Anil Das,Male,23
5,1064,PEK4779165,J. Kavya Sharma,Female,29
3,667,VHF6127880,K. Arun Kumar,Male,53
2,563,MVM7393827,W. Meena Babu,Female,45
3,596,ZOI6973526,J. Suresh Kumar,Male,22
4,1017,WBY3654482,Y. Ravi Babu,Male,53
4,918,JZR1034915,V. Anil Kumar,Male,18
2,454,GMR9636767,B. Latha Reddy,Female,56
1,235,MRN0552771,C. Divya Reddy,Female,42
2,385,EVA5584557,C. Priya Das,Female,56
3,688,ALI0560270,W. Ravi Kumar,Male,36
3,652,ZRG0992514,F. Rahul Singh,Male,63
2,488,RBA1821552,W. Kavya Reddy,Female,64
4,891,KCG4650796,M. Meena Kumar,Female,24
1,320,VIU3922564,F. Sanjay Singh,Male,51
1,344,HCZ2971585,Z. Kavya Verma,Female,25
