CON_ID,POLLING_BOOTH_ID,VOTER_ID,ENTRY_TIME,EXIT_TIME,CANDIDATE_VOTED,PARTY_VOTED
3,734,OYW8296636,16:49:49,16:50:49,P. Suresh Das,BRS
4,839,UOA5993718,11:40:00,11:42:00,Y. Kavya Das,INC
1,234,ZLE5673831,08:11:24,08:13:24,T. Anjali Verma,JD(U)
1,337,NWF6898584,15:29:40,15:32:40,T. Anjali Verma,JD(U)
8,1398,CQN0080825,13:53:49,13:55:49,NOTA,NOTA
2,460,LTO4458568,16:22:30,16:23:30,NOTA,NOTA
5,1032,EAI1237161,10:12:24,10:15:24,T. Manoj Kumar,CPM
1,310,EZE2755756,14:05:47,14:06:47,N. Kiran Kumar,BJP
2,575,KNU1217312,10:44:56,10:47:56,Q. Anil Verma,JD(U)
4,953,BHK3818813,13:37:31,13:38:31,A. Suresh Babu,TDP
2,443,ZKN4035902,14:11:14,14:13:14,I. Vikram Singh,CPM
6,1190,ZSZ1019207,08:23:29,08:24:29,NOTA,NOTA
3,776,NVK5666710,08:12:37,08:14:37,O. Priya Reddy,BJP
2,377,ABX0201115,11:04:00,11:05:00,Q. Anil Verma,JD(U)
4,861,OBT5858768,14:31:18,14:34:18,R. Sneha Babu,AAP
8,1489,LXH8563277,08:19:38,08:20:38,O. Radha Singh,BJP
1,145,YDP7007335,12:17:37,12:18:37,NOTA,NOTA
7,1294,WXO8075844,10:18:50,10:21:50,F. Suresh Joshi,YSRCP
2,390,VKM5186508,16:18:16,16:20:16,Q. Manoj Das,TDP
2,440,BND8826620,10:43:15,10:46:15,NOTA,NOTA
6,1216,KIC2274048,15:30:07,15:31:07,I. Suresh Joshi,SP
1,40,HYE5296288,14:32:27,14:35:27,S. Suresh Naidu,INC
8,1530,GEF5456812,12:41:49,12:42:49,G. Manoj Babu,AAP
4,955,FCE2486650,16:48:43,16:49:43,R. Sneha Babu,AAP
2,359,RYM4663431,15:13:42,15:15:42,Q. Anil Verma,JD(U)
8,1511,OUN9998051,15:50:23,15:53:23,NOTA,NOTA
2,545,HFR6199184,15:36:30,15:38:30,I. Vikram Singh,CPM
8,1513,OIR2041853,09:58:35,10:00:35,O. Radha Singh,BJP
8,1438,DLH4189043,09:24:07,09:27:07,NOTA,NOTA
1,236,KOX0528312,11:17:52,11:20:52,T. Anjali Verma,JD(U)
1,128,JVM4179762,15:03:00,15:05:00,B. Rahul Yadav,TDP
2,415,VMH5266822,08:43:56,08:44:56,NOTA,NOTA
4,801,AGC0530896,15:35:21,15:37:21,NOTA,NOTA
2,550,QKF5522731,10:53:44,10:55:44,Q. Manoj Das,TDP
4,848,ZJQ0888761,15:43:49,15:44:49,NOTA,NOTA
3,603,EQU5062840,13:17:43,13:19:43,O. Sneha Yadav,BSP
1,311,UQH1732024,14:27:04,14:28:04,N. Kiran Kumar,BJP
2,407,NEZ1471341,08:19:07,08:20:07,NOTA,NOTA
4,1018,ZYT2463052,12:53:57,12:54:57,L. Meena Joshi,JD(U)
1,290,JCY7615424,11:15:36,11:18:36,S. Suresh Naidu,INC
3,607,XZZ7903913,08:40:33,08:42:33,O. Priya Reddy,BJP
3,614,KQF9853348,16:00:43,16:03:43,O. Sneha Yadav,BSP
3,780,CKP9607457,08:50:52,08:52:52,P. Suresh Das,BRS
5,1113,RSS1280868,13:42:48,13:45:48,C. Anjali Naidu,BSP
2,548,RIC7612225,15:04:11,15:05:11,Q. Manoj Das,TDP
7,1364,KQA8771084,12:37:28,12:39:28,F. Suresh Joshi,YSRCP
3,586,VEU4668074,14:15:32,14:18:32,P. Suresh Das,BRS
1,167,OKE0029082,10:40:33,10:42:33,N. Kiran Kumar,BJP
3,699,OYQ3881541,11:53:40,11:54:40,Y. Divya Das,INC
5,1045,ZMP2411197,09:19:34,09:22:34,T. Manoj Kumar,CPM
8,1389,ESU9098384,09:14:50,09:16:50,NOTA,NOTA
8,1522,UWE2894947,12:31:53,12:32:53,NOTA,NOTA
4,1011,PWK8120873,14:25:24,14:28:24,Y. Kavya Das,INC
8,1517,XDY5735099,09:21:58,09:23:58,NOTA,NOTA
8,1396,EOL7420199,08:14:48,08:15:48,NOTA,NOTA
4,961,UKK1462893,09:57:10,09:59:10,Y. Kavya Das,INC
1,11,YDD5259178,16:49:57,16:52:57,B. Rahul Yadav,TDP
4,804,ETE9259124,13:23:08,13:25:08,R. Sneha Babu,AAP
1,291,DNT0290886,09:39:40,09:42:40,T. Anjali Verma,JD(U)
5,1041,UNI8194054,15:56:11,15:58:11,T. Manoj Kumar,CPM
4,977,CMM9139005,12:08:51,12:09:51,L. Meena Joshi,JD(U)
2,569,QFO6599747,09:24:25,09:27:25,S. Kavya Babu,DMK
4,833,YPL2415528,10:23:02,10:24:02,A. Suresh Babu,TDP
3,597,HAH2857628,08:43:41,08:44:41,O. Priya Reddy,BJP
3,704,TLR7098868,09:48:53,09:51:53,NOTA,NOTA
8,1521,OJT4905321,15:03:21,15:06:21,G. Manoj Babu,AAP
1,18,LSL3164030,12:32:30,12:34:30,N. Kiran Kumar,BJP
4,835,CRL2786086,09:18:29,09:21:29,R. Sneha Babu,AAP
1,61,MHU4390262,14:46:16,14:48:16,NOTA,NOTA
8,1515,RWR8249229,10:35:46,10:36:46,NOTA,NOTA
1,275,DNO4808145,10:18:25,10:19:25,NOTA,NOTA
4,815,QPA1693834,12:18:16,12:20:16,R. Sneha Babu,AAP
2,424,MRR8578483,15:55:26,15:58:26,S. Kavya Babu,DMK
2,439,UMI7129261,11:07:57,11:08:57,NOTA,NOTA
7,1316,GTW1389474,09:09:44,09:10:44,L. Priya Babu,SP
6,1185,NFV0726794,10:33:21,10:34:21,S. Sneha Sharma,DMK
1,107,RMF0888837,12:08:50,12:11:50,NOTA,NOTA
1,10,LYT7310381,13:36:39,13:37:39,T. Anjali Verma,JD(U)
2,369,KNP1038619,15:56:54,15:58:54,I. Vikram Singh,CPM
3,681,EBJ6226410,11:30:02,11:33:02,NOTA,NOTA
7,1344,HTD4063170,10:21:45,10:24:45,K. Radha Kumar,TDP
2,385,NKO8425711,10:48:56,10:50:56,Q. Manoj Das,TDP
7,1297,YPW8018572,08:08:52,08:10:52,K. Radha Kumar,TDP
5,1078,EKJ3619779,13:16:35,13:18:35,C. Anjali Naidu,BSP
5,1095,LNC7900920,15:23:20,15:26:20,NOTA,NOTA
1,124,RGM9938967,12:49:21,12:52:21,T. Anjali Verma,JD(U)
7,1360,SWN1965872,10:30:00,10:31:00,K. Radha Kumar,TDP
4,1011,ZMH9204059,10:26:33,10:28:33,NOTA,NOTA
4,791,LEU0646340,14:04:52,14:06:52,NOTA,NOTA
2,554,VSF4939861,15:21:21,15:22:21,S. Kavya Babu,DMK
2,401,FSS0941038,08:23:32,08:25:32,S. Kavya Babu,DMK
1,135,PGN7847166,13:33:37,13:35:37,B. Rahul Yadav,TDP
5,1121,ZUB5436164,14:24:12,14:27:12,NOTA,NOTA
7,1357,OES4112350,09:16:34,09:19:34,L. Priya Babu,SP
1,302,WQO0375041,13:34:02,13:36:02,NOTA,NOTA
3,672,IQV2123817,09:22:00,09:25:00,O. Priya Reddy,BJP
2,440,QMD6707380,09:26:31,09:27:31,Q. Anil Verma,JD(U)
8,1511,UTS4998281,13:50:58,13:53:58,G. Manoj Babu,AAP
1,61,IEU2990554,12:16:31,12:17:31,B. Rahul Yadav,TDP
1,343,KLG1843328,12:33:54,12:36:54,N. Kiran Kumar,BJP
3,636,BLH7401250,13:21:10,13:23:10,Y. Divya Das,INC
7,1314,VPT4200158,08:14:07,08:15:07,NOTA,NOTA
4,978,SYG1422840,08:15:39,08:17:39,Y. Kavya Das,INC
2,457,RYP2044028,08:44:12,08:45:12,NOTA,NOTA
1,73,EWC3771470,09:22:40,09:23:40,NOTA,NOTA
6,1140,SEE4032014,12:39:54,12:40:54,S. Sneha Sharma,DMK
2,373,DUQ4547646,11:41:54,11:44:54,Q. Manoj Das,TDP
1,91,RCK6367600,08:30:57,08:32:57,S. Suresh Naidu,INC
1,176,DDC2930063,14:23:54,14:24:54,N. Kiran Kumar,BJP
2,433,XLW2252889,15:47:23,15:50:23,I. Vikram Singh,CPM
2,407,GMD6044861,09:17:10,09:18:10,Q. Manoj Das,TDP
2,478,CWY3015656,10:41:54,10:42:54,NOTA,NOTA
4,950,MXC0063974,15:43:34,15:45:34,R. Sneha Babu,AAP
4,946,BRZ9784235,09:06:06,09:08:06,L. Meena Joshi,JD(U)
1,107,XOA0832239,16:21:05,16:23:05,S. Suresh Naidu,INC
8,1416,EXC6031246,10:06:18,10:07:18,D. Sneha Naidu,BRS
1,39,GLI1009387,15:03:27,15:06:27,N. Kiran Kumar,BJP
1,350,OVC6357363,12:59:52,13:00:52,S. Suresh Naidu,INC
1,70,XYU9951745,11:29:28,11:30:28,T. Anjali Verma,JD(U)
5,1112,XIS3810451,15:20:51,15:23:51,F. Anjali Das,INC
3,665,BFP9069789,09:34:27,09:36:27,Y. Divya Das,INC
1,9,IOL1231721,11:45:59,11:46:59,B. Rahul Yadav,TDP
1,266,YVR5569204,11:41:37,11:43:37,S. Suresh Naidu,INC
2,400,NVQ3886456,12:45:01,12:46:01,S. Kavya Babu,DMK
4,819,RMF9717754,16:39:28,16:40:28,L. Meena Joshi,JD(U)
4,985,RED9839196,15:52:57,15:54:57,R. Sneha Babu,AAP
8,1411,KMC0855256,16:17:53,16:19:53,G. Manoj Babu,AAP
8,1486,WLL3917734,10:59:05,11:02:05,D. Sneha Naidu,BRS
4,1014,OCU7939780,13:39:52,13:40:52,L. Meena Joshi,JD(U)
2,574,ZWF2370967,13:33:34,13:34:34,Q. Manoj Das,TDP
3,695,WFD8557084,09:48:15,09:49:15,P. Suresh Das,BRS
3,695,NYL7863732,09:21:02,09:22:02,P. Suresh Das,BRS
2,463,SYF4614323,12:01:01,12:04:01,NOTA,NOTA
1,116,KEL9599659,14:17:06,14:19:06,S. Suresh Naidu,INC
1,228,ZBQ8489114,15:41:23,15:44:23,S. Suresh Naidu,INC
5,1066,AAU4679445,10:03:03,10:04:03,F. Anjali Das,INC
4,865,LDM4247947,16:54:52,16:56:52,R. Sneha Babu,AAP
4,965,VKB9193494,10:55:32,10:56:32,R. Sneha Babu,AAP
6,1182,UCC9145236,16:32:14,16:33:14,T. Manoj Joshi,BJP
2,480,WVK2602742,11:08:29,11:11:29,S. Kavya Babu,DMK
4,876,FZR2974963,11:57:01,12:00:01,R. Sneha Babu,AAP
