CON_ID,POLLING_BOOTH_ID,Voter ID,Name,Gender,Age
7,1260,LMU6163784,K. Suresh Das,Male,64
6,1221,PUN3116493,Y. Sita Reddy,Female,53
4,944,VSH6011316,T. Lakshmi Kumar,Female,53
4,913,QSQ9541340,F. Lakshmi Joshi,Female,56
1,269,NMR4840072,M. Divya Das,Female,19
2,503,OCC7838075,X. Meena Joshi,Female,38
2,402,WCW1827686,I. Anjali Yadav,Female,27
3,734,ONP1925959,Z. Lakshmi Sharma,Female,33
1,6,SDD3283166,U. Kiran Kumar,Male,30
2,530,SWL4588096,Q. Radha Naidu,Female,59
1,104,MIH5187870,N. Meena Verma,Female,24
8,1402,ZLZ9838803,O. Radha Sharma,Female,20
1,78,STL0020554,U. Suresh Naidu,Male,51
2,471,FCU1323886,P. Ravi Reddy,Male,49
4,847,LSQ1468017,T. Vijay Kumar,Male,24
1,64,GPS2908826,I. Sneha Reddy,Female,50
4,839,CMP5999185,P. Rahul Singh,Male,53
3,631,AFX9327744,S. Divya Reddy,Female,34
8,1518,ZEI5766349,Q. Ravi Verma,Male,43
2,578,PBR6101043,D. Vikram Joshi,Male,23
3,650,ILN2964508,Y. Kavya Sharma,Female,33
2,356,FNB8243198,S. Suresh Reddy,Male,51
3,586,JNX1899042,C. Kavya Babu,Female,38
1,153,OHQ4547197,G. Radha Naidu,Female,47
4,876,JVW9068715,H. Arun Das,Male,32
1,229,CXX5739001,W. Manoj Naidu,Male,56
1,141,GGI8773202,N. Lakshmi Kumar,Female,25
8,1486,KNZ2321168,O. Ravi Yadav,Male,32
4,848,ZKB2819855,W. Anil Verma,Male,37
2,462,VZD8366528,A. Ravi Sharma,Male,60
1,20,DYB9474343,C. Vikram Yadav,Male,24
4,958,QGH4502118,B. Rahul Babu,Male,43
2,456,IOI2050828,R. Kiran Joshi,Male,20
4,995,GVX0928738,H. Lakshmi Verma,Female,50
1,314,XAS9551984,Z. Vikram Yadav,Male,34
1,81,AMI6831880,T. Divya Verma,Female,34
1,43,SRP3397464,C. Ravi Yadav,Male,31
7,1368,VJT2107587,H. Meena Babu,Female,34
1,59,CMI0336986,H. Sanjay Babu,Male,34
2,373,USB4414833,L. Sita Naidu,Female,58
3,696,GCI8109939,A. Latha Yadav,Female,38
3,702,BIZ4595620,N. Sneha Kumar,Female,21
3,778,VQM0269417,C. Latha Naidu,Female,62
2,374,XJL2422076,F. Priya Yadav,Female,62
3,723,BKN9695223,H. Vijay Das,Male,49
1,2,DYL9121006,V. Sanjay Babu,Male,63
8,1385,COO8590757,X. Sanjay Reddy,Male,31
1,222,TYY5125343,S. Suresh Babu,Male,55
8,1523,RKK8604233,T. Sita Babu,Female,61
1,35,ZLV2461287,E. Priya Naidu,Female,46
3,652,KUN5182000,J. Meena Das,Female,23
4,871,RGM4945382,M. Priya Reddy,Female,36
8,1426,UFF2265896,F. Arun Babu,Male,44
2,430,UHZ6433246,I. Latha Babu,Female,30
1,267,PHC0968278,U. Sita Babu,Female,27
2,384,KID0429475,Z. Latha Babu,Female,35
1,204,NVV8101287,V. Vikram Yadav,Male,49
7,1279,KXJ5410656,H. Ravi Naidu,Male,48
4,898,BWD2459437,J. Meena Singh,Female,36
2,540,AHT1747066,U. Anil Sharma,Male,62
2,364,YXT5007283,G. Divya Yadav,Female,57
1,263,VHH7538939,F. Vijay Reddy,Male,53
1,178,SDT5136082,H. Latha Verma,Female,35
5,1081,KJO4166366,W. Ravi Reddy,Male,22
2,510,DCC1125272,X. Sneha Babu,Female,30
4,971,ACC5497079,H. Vikram Sharma,Male,63
1,282,VWW3641880,B. Rahul Reddy,Male,59
2,493,WCV1492387,T. Anil Naidu,Male,33
6,1226,XMO4676887,D. Suresh Singh,Male,28
1,157,BRA8577298,O. Manoj Sharma,Male,61
2,545,DVX6095441,V. Vikram Singh,Male,57
1,169,OJV0450439,Q. Anjali Verma,Female,47
1,74,ACP6352693,R. Kiran Das,Male,27
6,1201,PSJ4060367,Y. Manoj Babu,Male,38
7,1286,CPE9347714,W. Sita Singh,Female,28
2,579,ATO4597961,E. Manoj Joshi,Male,59
7,1269,WKP6233281,K. Kiran Das,Male,27
2,386,RXD7915677,T. Meena Naidu,Female,46
5,1086,ADR1712286,Q. Meena Reddy,Female,56
4,930,WTO2772693,T. Meena Das,Female,36
1,153,VXS6756792,T. Sita Joshi,Female,23
2,415,BHG1804909,D. Suresh Singh,Male,25
4,962,UIF1054502,L. Manoj Reddy,Male,45
3,659,NZV9064966,G. Anil Babu,Male,48
7,1297,SAN7554263,I. Kiran Das,Male,47
2,415,FQF6828874,A. Suresh Reddy,Male,27
2,391,BEG0894443,B. Arun Reddy,Male,32
5,1130,BWJ5266293,Y. Meena Babu,Female,29
4,867,UWH6289869,E. Suresh Singh,Male,61
3,661,KOC2772981,S. Ravi Babu,Male,31
6,1137,ROB7956062,D. Sanjay Kumar,Male,38
8,1522,CQX3463553,V. Anil Verma,Male,62
1,152,HJR3447416,W. Latha Singh,Female,57
1,20,SXW6857202,I. Suresh Reddy,Male,43
4,1000,NCJ0299671,E. Kavya Joshi,Female,31
1,311,YBT2226573,X. Sanjay Joshi,Male,34
1,264,QHT5533580,W. Sita Das,Female,22
3,762,XAW4252116,P. Anjali Joshi,Female,52
2,409,MPQ4215158,P. Kiran Joshi,Male,39
2,528,POA7620498,Q. Suresh Singh,Male,23
4,1009,VER2734523,Z. Kiran Babu,Male,38
3,684,VPE9585706,V. Vikram Singh,Male,20
4,893,LYM7389854,B. Vijay Das,Male,57
4,1012,KES7510663,T. Anjali Das,Female,61
1,256,LJH6747435,I. Latha Das,Female,28
4,896,TLS1243567,V. Lakshmi Reddy,Female,46
1,60,LBF0039657,P. Arun Babu,Male,53
7,1297,HAP5210201,G. Manoj Das,Male,34
1,47,ASX5755382,G. Kavya Das,Female,54
8,1450,KCB2989885,I. Kiran Kumar,Male,59
1,230,RXW4237278,Y. Lakshmi Joshi,Female,52
4,975,KTI5132517,J. Meena Reddy,Female,50
2,516,FVV3710940,I. Vikram Verma,Male,63
3,737,WMZ9225074,P. Anil Babu,Male,61
2,480,SLR0253625,O. Anil Reddy,Male,63
1,318,MFS3821152,L. Manoj Kumar,Male,42
8,1475,DYD8149857,M. Vikram Verma,Male,42
4,994,RBV4643359,M. Priya Reddy,Female,45
7,1343,OQE7364783,G. Sita Babu,Female,49
2,502,OWB1232262,U. Latha Babu,Female,60
8,1386,WDG2772309,F. Lakshmi Kumar,Female,51
2,483,CQC9327415,Y. Sita Reddy,Female,23
6,1181,ZOH4961566,P. Arun Joshi,Male,21
6,1144,ULJ2308834,R. Meena Verma,Female,65
1,271,UPU5184276,Y. Manoj Singh,Male,62
1,55,URH7848126,Y. Priya Babu,Female,38
6,1216,ZAZ2140002,E. Lakshmi Sharma,Female,43
3,630,VYB7041888,K. Divya Reddy,Female,46
2,517,FTC6239917,X. Kiran Sharma,Male,40
5,1098,WFC6312170,L. Manoj Sharma,Male,41
2,560,GMR3970315,Y. Sanjay Reddy,Male,61
3,669,ULF6318442,R. Manoj Yadav,Male,29
4,911,HVX5012230,X. Lakshmi Joshi,Female,35
4,1016,SRO3545636,H. Sita Yadav,Female,35
6,1208,WFM0586572,E. Vijay Kumar,Male,27
2,547,YVM6378870,U. Lakshmi Joshi,Female,38
3,625,CSN1526174,G. Radha Das,Female,22
1,103,ONR5599598,F. Manoj Kumar,Male,50
4,995,TYG9437955,G. Kavya Singh,Female,57
6,1164,UYV9555041,K. Priya Sharma,Female,19
5,1050,KXT7718659,C. Lakshmi Babu,Female,51
6,1177,XIW4917789,Y. Lakshmi Sharma,Female,21
5,1102,OIS1699750,K. Priya Das,Female,23
2,471,TOG3467413,P. Sneha Babu,Female,44
3,589,IYC6433503,Y. Vikram Singh,Male,40
1,177,ESC7261823,G. Lakshmi Yadav,Female,58
5,1072,TFO7569663,K. Manoj Verma,Male,45
6,1152,HMY0669312,G. Suresh Babu,Male,41
3,683,NEN4902533,P. Sneha Babu,Female,39
2,536,GZN8688805,U. Anil Naidu,Male,20
2,369,NRW6454364,C. Latha Singh,Female,38
8,1428,WIS5199199,V. Suresh Verma,Male,37
3,701,VDA3993786,F. Meena Yadav,Female,24
6,1158,QPP5200718,Y. Anjali Babu,Female,32
3,638,FAT0247970,E. Latha Kumar,Female,52
6,1230,PVS3955670,M. Kavya Sharma,Female,62
5,1083,KTO5602338,Q. Manoj Das,Male,59
5,1086,VLS1796144,E. Sneha Joshi,Female,33
3,639,IQS1707607,C. Sanjay Naidu,Male,59
4,960,XOR1817437,Y. Vijay Kumar,Male,52
3,647,TAM4864264,A. Latha Babu,Female,44
4,810,QVF1031056,I. Lakshmi Babu,Female,25
8,1525,PRP7145902,V. Sita Naidu,Female,26
5,1126,DSH5566176,J. Radha Joshi,Female,52
3,617,GOQ9647488,T. Sanjay Yadav,Male,62
1,308,QDW7943560,A. Vikram Joshi,Male,44
8,1529,OTC3359818,J. Rahul Das,Male,43
1,37,XNI7478273,U. Sita Joshi,Female,61
1,50,HAZ6853587,C. Sanjay Kumar,Male,37
7,1264,JVH5130205,P. Priya Verma,Female,21
4,904,DWV9617475,J. Latha Yadav,Female,63
2,507,XCT7076222,K. Arun Joshi,Male,46
3,789,YOC5529851,D. Radha Sharma,Female,58
3,708,CBL1558663,P. Meena Sharma,Female,49
7,1291,CIQ7491823,C. Manoj Joshi,Male,25
4,808,MJL1761187,A. Anil Reddy,Male,48
2,477,KQO9338574,M. Priya Babu,Female,24
8,1450,PMO8190187,P. Latha Reddy,Female,39
3,623,XXQ0115351,G. Divya Kumar,Female,47
3,687,ZPP5880990,W. Lakshmi Yadav,Female,45
5,1042,KIJ3564139,W. Priya Babu,Female,28
1,327,QDX6911888,A. Priya Reddy,Female,32
2,359,FLA4772950,M. Divya Yadav,Female,34
3,696,DTZ9740804,P. Anil Reddy,Male,61
3,736,MNM7497209,R. Sanjay Sharma,Male,46
8,1447,RHT0410726,S. Sita Sharma,Female,41
6,1224,RJE7215099,S. Sita Kumar,Female,41
3,642,SEP8028044,V. Kiran Joshi,Male,63
1,231,NLH7335905,I. Sneha Kumar,Female,39
2,371,UGP4626756,I. Lakshmi Naidu,Female,57
5,1090,KNR3720605,C. Vijay Sharma,Male,46
1,76,RXO9862496,E. Ravi Singh,Male,29
3,745,JIB9244961,Y. Kavya Sharma,Female,56
7,1294,XSC0524816,T. Latha Reddy,Female,28
5,1059,ASU4478023,M. Rahul Babu,Male,53
8,1515,KQY0590476,V. Lakshmi Naidu,Female,29
7,1315,XQJ0671175,W. Kiran Singh,Male,22
2,556,ZAI3742659,R. Radha Joshi,Female,53
3,667,MXB7110374,P. Ravi Sharma,Male,39
2,507,FUL8963951,T. Ravi Babu,Male,24
8,1459,HTE3125176,C. Sanjay Reddy,Male,22
4,906,YSP2674112,A. Sita Kumar,Female,32
1,345,SPC8345199,T. Anjali Kumar,Female,55
8,1419,CDV9419032,B. Anjali Verma,Female,64
2,451,YEU4187531,D. Lakshmi Sharma,Female,48
1,48,WJF4481943,X. Radha Singh,Female,39
8,1530,DRB1841386,G. Vikram Yadav,Male,59
2,410,PVH7723585,P. Ravi Verma,Male,39
7,1340,ANM7842507,P. Kiran Das,Male,19
6,1227,ARE4559417,U. Anil Reddy,Male,30
1,294,NHT6652663,M. Manoj Yadav,Male,51
4,1018,MBJ6757135,M. Anil Yadav,Male,64
1,329,HBI4517652,V. Anjali Singh,Female,37
7,1289,XHY1264856,C. Anjali Singh,Female,24
3,666,TAE0885356,N. Meena Joshi,Female,55
2,388,HDU1249703,O. Lakshmi Joshi,Female,62
1,298,VSR1203121,F. Lakshmi Kumar,Female,33
5,1024,ZND0979919,O. Anil Das,Male,47
2,440,SXI1406106,Z. Divya Babu,Female,45
7,1252,QPF9205460,B. Anil Babu,Male,58
8,1426,KSL3033452,B. Divya Yadav,Female,36
1,249,PDH9539530,E. Divya Babu,Female,55
1,204,VHM8354727,G. Latha Kumar,Female,55
4,857,KMR2129075,U. Rahul Naidu,Male,42
8,1505,AGP1463036,Q. Divya Babu,Female,41
2,503,NTE0758863,U. Priya Reddy,Female,22
8,1407,HUK9125875,E. Meena Das,Female,27
8,1469,MIJ8857370,E. Manoj Sharma,Male,56
7,1265,FZL7104410,J. Suresh Kumar,Male,38
2,433,RTU9291308,C. Ravi Naidu,Male,60
2,527,OCP0212959,H. Kavya Das,Female,49
6,1203,ERC8945473,W. Vijay Babu,Male,37
2,461,CMK4768249,R. Meena Sharma,Female,28
1,202,ZMC4601451,F. Radha Sharma,Female,35
2,424,VKG4477578,G. Anil Babu,Male,24
1,192,DLD4290784,Q. Divya Naidu,Female,50
1,249,QCB7772642,E. Kiran Naidu,Male,34
1,35,IJL0583741,M. Sita Joshi,Female,20
5,1112,OMW5349639,V. Radha Das,Female,62
5,1042,JTA8303336,E. Sita Yadav,Female,24
7,1322,WCE5064540,W. Rahul Reddy,Male,39
3,639,OVC6357363,M. Kavya Yadav,Female,20
8,1382,GHO8697552,G. Divya Naidu,Female,36
8,1381,LOF4647107,Q. Anjali Naidu,Female,56
2,448,VWX9702427,U. Vikram Das,Male,63
1,176,VQG6411284,N. Sneha Naidu,Female,57
6,1236,UHO6077083,A. Sita Naidu,Female,56
2,369,GON1657540,M. Sneha Kumar,Female,24
8,1408,YFC2248056,Z. Anil Verma,Male,46
8,1529,ZWY3780968,V. Vijay Verma,Male,47
7,1369,XRN2409993,J. Rahul Yadav,Male,40
4,996,WTK0889448,U. Vikram Yadav,Male,45
1,130,PVT4006671,L. Latha Singh,Female,27
1,172,NZV7867347,F. Priya Verma,Female,36
8,1409,JKJ8500562,C. Lakshmi Singh,Female,34
8,1476,QPD9150579,B. Vikram Singh,Male,60
3,685,JLF2871170,J. Anjali Joshi,Female,29
4,846,CMW9323450,S. Lakshmi Joshi,Female,39
6,1181,YZP7026333,L. Anil Babu,Male,23
2,362,WDI5110188,P. Rahul Yadav,Male,34
5,1126,NLE7495964,Y. Priya Naidu,Female,57
8,1395,GSL9903744,B. Arun Joshi,Male,31
4,841,VTV5629071,J. Anil Kumar,Male,29
4,875,RRK5981086,A. Manoj Naidu,Male,40
1,334,YIT7952063,U. Lakshmi Babu,Female,42
6,1149,GGU3023469,C. Vijay Singh,Male,24
1,261,XPJ0314326,X. Rahul Naidu,Male,29
8,1414,CNZ6679560,N. Anil Singh,Male,56
3,655,RHG4559554,E. Radha Kumar,Female,57
3,734,TMU8047377,A. Kavya Reddy,Female,41
2,534,TPW1501146,F. Kavya Reddy,Female,42
1,268,UCD1861041,W. Lakshmi Singh,Female,45
1,167,DKD9744042,J. Vijay Joshi,Male,57
8,1480,TPO2445668,N. Sita Joshi,Female,53
4,1007,BXK4493602,K. Sita Das,Female,39
5,1103,PRX8748734,Q. Anil Verma,Male,60
6,1154,DFP1493200,V. Latha Joshi,Female,60
1,248,ICF5497775,Z. Latha Reddy,Female,50
1,131,ZTZ7681551,O. Sanjay Joshi,Male,64
8,1410,TMW1381297,W. Anil Joshi,Male,37
1,315,CJT3617428,Q. Manoj Kumar,Male,40
1,274,DAU9039107,A. Divya Joshi,Female,55
1,187,WSI3896146,M. Vijay Das,Male,23
2,481,IST1920557,B. Sneha Das,Female,49
4,814,VHK5782517,I. Arun Verma,Male,20
3,767,ZUZ5865532,O. Rahul Yadav,Male,58
1,14,PVJ0780084,K. Vijay Das,Male,52
6,1179,UWP6969741,R. Kavya Das,Female,25
3,627,SLA1591813,Q. Manoj Reddy,Male,62
7,1359,ZHM7150882,L. Meena Naidu,Female,22
8,1411,KOO9747675,C. Radha Sharma,Female,18
3,716,RKG3598768,Z. Divya Babu,Female,58
3,588,YOT9575065,C. Vijay Verma,Male,46
6,1161,UPK0804483,O. Vikram Reddy,Male,43
8,1458,ETE9609172,J. Radha Kumar,Female,26
8,1476,YXB2525592,I. Suresh Singh,Male,47
1,83,XAO5176154,N. Meena Verma,Female,60
2,541,NLX4048290,Z. Anil Verma,Male,31
4,906,PNB7533115,U. Lakshmi Verma,Female,43
5,1125,ZSH6329391,U. Anjali Naidu,Female,57
1,251,XST5760086,N. Arun Das,Male,61
6,1138,VVZ1310776,M. Kiran Kumar,Male,50
6,1219,ZAM7609612,H. Radha Joshi,Female,35
6,1242,BDB2525716,S. Meena Kumar,Female,33
7,1255,HRM3782244,N. Sita Singh,Female,59
2,515,ZFR9913060,S. Vikram Sharma,Male,53
7,1270,MYV8520540,H. Lakshmi Reddy,Female,20
8,1403,UBU0641008,K. Radha Reddy,Female,29
3,781,AJU8639743,Z. Lakshmi Babu,Female,27
6,1175,PVX1534611,W. Ravi Reddy,Male,28
4,907,YTI8713330,N. Suresh Das,Male,24
1,251,IZQ2014646,B. Vikram Singh,Male,23
4,929,MXQ6424788,Z. Sneha Sharma,Female,45
4,950,JOD4693912,A. Sneha Reddy,Female,37
8,1413,FEG1816832,H. Suresh Kumar,Male,42
2,384,WWB1971335,Z. Kavya Babu,Female,40
4,902,UIB7889820,R. Sanjay Naidu,Male,22
4,851,JNE7549456,Y. Latha Das,Female,24
1,124,FLJ1820725,H. Vikram Singh,Male,37
7,1373,LLJ4204209,K. Manoj Singh,Male,22
6,1184,DJO3627781,H. Meena Reddy,Female,63
4,809,YVT0699827,L. Arun Singh,Male,42
4,793,TSL7317624,Z. Vikram Das,Male,61
1,263,MRJ2477625,J. Suresh Sharma,Male,52
4,820,XOK3903439,U. Suresh Babu,Male,31
1,271,MEB9226005,B. Latha Babu,Female,26
3,705,NMB9812474,D. Kiran Kumar,Male,47
8,1465,ZLV6235440,G. Meena Sharma,Female,36
7,1342,VWK1643660,M. Manoj Babu,Male,44
1,183,SSF4959017,J. Suresh Reddy,Male,40
1,38,AQR4331027,B. Divya Joshi,Female,55
2,556,OGY1881012,C. Manoj Reddy,Male,47
1,315,JFA6268867,E. Radha Joshi,Female,33
8,1418,BJF2910008,T. Rahul Sharma,Male,53
7,1324,NVI6693421,B. Ravi Singh,Male,38
4,876,LBV6302359,M. Sita Verma,Female,34
1,250,RZS3683843,K. Rahul Singh,Male,33
5,1028,GQX3776032,S. Meena Sharma,Female,52
1,127,ZLW1370748,X. Vikram Babu,Male,52
2,522,BXZ8628516,G. Anil Das,Male,39
3,597,YDE5725441,U. Ravi Kumar,Male,62
5,1124,HLQ2709314,H. Kiran Naidu,Male,40
2,399,PDS2443601,C. Divya Naidu,Female,32
3,632,MYY9346540,Q. Latha Yadav,Female,36
2,557,YUT3763034,Y. Sanjay Singh,Male,53
4,819,SQG4626980,U. Manoj Sharma,Male,40
4,791,WEL6558577,Q. Kiran Verma,Male,53
2,409,YKI9800656,I. Sanjay Verma,Male,28
1,150,NCO2278198,P. Latha Kumar,Female,33
2,411,BAG4702967,D. Latha Naidu,Female,28
1,36,NZG4763633,M. Vikram Babu,Male,27
1,257,WUA8489015,B. Kiran Yadav,Male,51
4,830,RAQ9368976,Q. Manoj Singh,Male,51
1,17,YYM6613678,L. Kiran Singh,Male,62
6,1231,ZMX9452196,V. Manoj Das,Male,30
2,510,FGM8115706,M. Arun Naidu,Male,57
4,910,ZLG2213519,U. Anil Das,Male,24
1,194,PEK4779165,J. Kavya Sharma,Female,30
1,127,VHF6127880,K. Arun Kumar,Male,54
4,941,MVM7393827,W. Meena Babu,Female,46
4,964,ZOI6973526,J. Suresh Kumar,Male,23
4,894,WBY3654482,Y. Ravi Babu,Male,53
3,767,JZR1034915,V. Anil Kumar,Male,19
4,854,GMR9636767,B. Latha Reddy,Female,57
3,774,MRN0552771,C. Divya Reddy,Female,43
3,614,EVA5584557,C. Priya Das,Female,57
7,1364,ALI0560270,W. Ravi Kumar,Male,37
1,105,ZRG0992514,F. Rahul Singh,Male,64
7,1280,RBA1821552,W. Kavya Reddy,Female,65
3,743,KCG4650796,M. Meena Kumar,Female,25
3,658,VIU3922564,F. Sanjay Singh,Male,52
2,461,HCZ2971585,Z. Kavya Verma,Female,26
