CON_ID,POLLING_BOOTH_ID,Voter ID,Name,Gender,Age
6,1180,SAI2616644,U. Anil Naidu,Male,28
1,30,YAJ4235523,P. Sneha Yadav,Female,26
7,1259,RYX7669329,F. Ravi Singh,Male,24
4,983,XTU8765755,N. Divya Das,Female,32
2,573,NEW4674840,G. Lakshmi Babu,Female,25
7,1302,MUS3875030,B. Kiran Das,Male,64
3,706,TTZ6493893,N. Manoj Kumar,Male,24
1,170,DZV7947432,M. Ravi Das,Male,49
5,1082,PYX2054682,Z. Latha Singh,Female,49
5,1054,DZG9557828,G. Manoj Sharma,Male,54
1,193,WXQ4499673,R. Rahul Babu,Male,55
3,683,WHS8959512,P. Latha Verma,Female,55
2,435,SEG6681775,C. Ravi Das,Male,48
2,357,TTX6732324,G. Kavya Reddy,Female,37
4,861,TIF3087055,D. Priya Joshi,Female,46
7,1255,MRR2896417,S. Latha Verma,Female,45
2,370,NVB8001601,R. Vijay Sharma,Male,31
3,623,XRA5407525,T. Manoj Babu,Male,63
3,682,QGJ7094262,H. Radha Verma,Female,34
3,759,MQS0863998,M. Ravi Das,Male,21
4,943,YRH5618021,I. Vikram Sharma,Male,39
8,1386,VKX3719759,H. Priya Babu,Female,25
3,658,TYK7029439,K. Kiran Babu,Male,27
6,1192,SCE7673103,J. Lakshmi Verma,Female,35
2,494,OKA3053323,O. Radha Das,Female,42
3,723,EGG1122739,V. Sanjay Singh,Male,40
3,680,VJW4486536,M. Divya Yadav,Female,36
6,1160,TQZ7327391,K. Anil Naidu,Male,61
1,35,VBW7613214,Z. Manoj Naidu,Male,21
1,331,NYW4097859,S. Divya Singh,Female,25
6,1241,ZRK7940255,B. Anil Babu,Male,40
3,679,RDZ4290873,Y. Anil Babu,Male,58
2,534,SLB0703189,D. Anjali Joshi,Female,59
2,512,LMU6163784,K. Suresh Das,Male,64
2,501,PUN3116493,Y. Sita Reddy,Female,53
3,583,VSH6011316,T. Lakshmi Kumar,Female,53
3,610,QSQ9541340,F. Lakshmi Joshi,Female,56
1,75,NMR4840072,M. Divya Das,Female,19
8,1524,OCC7838075,X. Meena Joshi,Female,38
5,1098,WCW1827686,I. Anjali Yadav,Female,27
1,177,ONP1925959,Z. Lakshmi Sharma,Female,33
1,144,SDD3283166,U. Kiran Kumar,Male,30
5,1118,SWL4588096,Q. Radha Naidu,Female,59
2,386,MIH5187870,N. Meena Verma,Female,24
3,783,ZLZ9838803,O. Radha Sharma,Female,20
2,386,STL0020554,U. Suresh Naidu,Male,51
4,926,FCU1323886,P. Ravi Reddy,Male,49
5,1098,LSQ1468017,T. Vijay Kumar,Male,24
7,1375,GPS2908826,I. Sneha Reddy,Female,50
1,12,CMP5999185,P. Rahul Singh,Male,53
1,193,AFX9327744,S. Divya Reddy,Female,34
4,1008,ZEI5766349,Q. Ravi Verma,Male,43
2,401,PBR6101043,D. Vikram Joshi,Male,23
1,34,ILN2964508,Y. Kavya Sharma,Female,33
1,124,FNB8243198,S. Suresh Reddy,Male,51
3,685,JNX1899042,C. Kavya Babu,Female,38
3,768,OHQ4547197,G. Radha Naidu,Female,47
8,1465,JVW9068715,H. Arun Das,Male,32
7,1260,CXX5739001,W. Manoj Naidu,Male,56
2,441,GGI8773202,N. Lakshmi Kumar,Female,25
1,221,KNZ2321168,O. Ravi Yadav,Male,32
5,1025,ZKB2819855,W. Anil Verma,Male,37
6,1160,VZD8366528,A. Ravi Sharma,Male,60
2,491,DYB9474343,C. Vikram Yadav,Male,24
3,782,QGH4502118,B. Rahul Babu,Male,43
3,637,IOI2050828,R. Kiran Joshi,Male,20
8,1472,GVX0928738,H. Lakshmi Verma,Female,50
4,991,XAS9551984,Z. Vikram Yadav,Male,34
1,155,AMI6831880,T. Divya Verma,Female,34
1,183,SRP3397464,C. Ravi Yadav,Male,31
1,54,VJT2107587,H. Meena Babu,Female,34
4,882,CMI0336986,H. Sanjay Babu,Male,34
3,753,USB4414833,L. Sita Naidu,Female,58
5,1024,GCI8109939,A. Latha Yadav,Female,38
5,1041,BIZ4595620,N. Sneha Kumar,Female,21
6,1137,VQM0269417,C. Latha Naidu,Female,62
4,999,XJL2422076,F. Priya Yadav,Female,62
7,1271,BKN9695223,H. Vijay Das,Male,49
3,602,DYL9121006,V. Sanjay Babu,Male,63
2,413,COO8590757,X. Sanjay Reddy,Male,31
3,749,TYY5125343,S. Suresh Babu,Male,55
3,684,RKK8604233,T. Sita Babu,Female,61
3,599,ZLV2461287,E. Priya Naidu,Female,46
1,243,KUN5182000,J. Meena Das,Female,23
8,1403,RGM4945382,M. Priya Reddy,Female,36
1,14,UFF2265896,F. Arun Babu,Male,44
2,418,UHZ6433246,I. Latha Babu,Female,30
3,744,PHC0968278,U. Sita Babu,Female,27
1,66,KID0429475,Z. Latha Babu,Female,35
1,195,NVV8101287,V. Vikram Yadav,Male,49
1,106,KXJ5410656,H. Ravi Naidu,Male,48
1,100,BWD2459437,J. Meena Singh,Female,36
1,42,AHT1747066,U. Anil Sharma,Male,62
3,750,YXT5007283,G. Divya Yadav,Female,57
1,332,VHH7538939,F. Vijay Reddy,Male,53
4,806,SDT5136082,H. Latha Verma,Female,35
8,1447,KJO4166366,W. Ravi Reddy,Male,22
1,325,DCC1125272,X. Sneha Babu,Female,30
2,479,ACC5497079,H. Vikram Sharma,Male,63
6,1247,VWW3641880,B. Rahul Reddy,Male,59
8,1419,WCV1492387,T. Anil Naidu,Male,33
2,476,XMO4676887,D. Suresh Singh,Male,28
8,1433,BRA8577298,O. Manoj Sharma,Male,61
1,79,DVX6095441,V. Vikram Singh,Male,57
3,777,OJV0450439,Q. Anjali Verma,Female,47
2,538,ACP6352693,R. Kiran Das,Male,27
8,1397,PSJ4060367,Y. Manoj Babu,Male,38
2,410,CPE9347714,W. Sita Singh,Female,28
1,179,ATO4597961,E. Manoj Joshi,Male,59
1,311,WKP6233281,K. Kiran Das,Male,27
8,1450,RXD7915677,T. Meena Naidu,Female,46
2,556,ADR1712286,Q. Meena Reddy,Female,56
2,365,WTO2772693,T. Meena Das,Female,36
1,299,VXS6756792,T. Sita Joshi,Female,23
4,896,BHG1804909,D. Suresh Singh,Male,25
8,1469,UIF1054502,L. Manoj Reddy,Male,45
2,457,NZV9064966,G. Anil Babu,Male,48
4,873,SAN7554263,I. Kiran Das,Male,47
1,337,FQF6828874,A. Suresh Reddy,Male,27
8,1457,BEG0894443,B. Arun Reddy,Male,32
1,156,BWJ5266293,Y. Meena Babu,Female,29
3,632,UWH6289869,E. Suresh Singh,Male,61
4,813,KOC2772981,S. Ravi Babu,Male,31
2,466,ROB7956062,D. Sanjay Kumar,Male,38
4,847,CQX3463553,V. Anil Verma,Male,62
2,482,HJR3447416,W. Latha Singh,Female,57
3,758,SXW6857202,I. Suresh Reddy,Male,43
4,822,NCJ0299671,E. Kavya Joshi,Female,31
8,1388,YBT2226573,X. Sanjay Joshi,Male,34
8,1464,QHT5533580,W. Sita Das,Female,22
5,1093,XAW4252116,P. Anjali Joshi,Female,52
4,862,MPQ4215158,P. Kiran Joshi,Male,39
4,915,POA7620498,Q. Suresh Singh,Male,23
4,820,VER2734523,Z. Kiran Babu,Male,38
1,272,VPE9585706,V. Vikram Singh,Male,20
2,490,LYM7389854,B. Vijay Das,Male,57
5,1031,KES7510663,T. Anjali Das,Female,61
8,1526,LJH6747435,I. Latha Das,Female,28
4,826,TLS1243567,V. Lakshmi Reddy,Female,46
3,763,LBF0039657,P. Arun Babu,Male,53
4,872,HAP5210201,G. Manoj Das,Male,34
7,1271,ASX5755382,G. Kavya Das,Female,54
4,936,KCB2989885,I. Kiran Kumar,Male,59
5,1023,RXW4237278,Y. Lakshmi Joshi,Female,52
7,1316,KTI5132517,J. Meena Reddy,Female,50
8,1400,FVV3710940,I. Vikram Verma,Male,63
1,113,WMZ9225074,P. Anil Babu,Male,61
5,1064,SLR0253625,O. Anil Reddy,Male,63
3,696,MFS3821152,L. Manoj Kumar,Male,42
2,510,DYD8149857,M. Vikram Verma,Male,42
7,1289,RBV4643359,M. Priya Reddy,Female,45
1,143,OQE7364783,G. Sita Babu,Female,49
7,1299,OWB1232262,U. Latha Babu,Female,60
5,1045,WDG2772309,F. Lakshmi Kumar,Female,51
1,12,CQC9327415,Y. Sita Reddy,Female,23
1,234,ZOH4961566,P. Arun Joshi,Male,21
8,1448,ULJ2308834,R. Meena Verma,Female,65
4,993,UPU5184276,Y. Manoj Singh,Male,62
6,1140,URH7848126,Y. Priya Babu,Female,38
3,714,ZAZ2140002,E. Lakshmi Sharma,Female,43
2,513,VYB7041888,K. Divya Reddy,Female,46
7,1260,FTC6239917,X. Kiran Sharma,Male,40
6,1177,WFC6312170,L. Manoj Sharma,Male,41
2,401,GMR3970315,Y. Sanjay Reddy,Male,61
7,1287,ULF6318442,R. Manoj Yadav,Male,29
1,334,HVX5012230,X. Lakshmi Joshi,Female,35
6,1173,SRO3545636,H. Sita Yadav,Female,35
1,265,WFM0586572,E. Vijay Kumar,Male,27
1,4,YVM6378870,U. Lakshmi Joshi,Female,38
4,963,CSN1526174,G. Radha Das,Female,22
4,825,ONR5599598,F. Manoj Kumar,Male,50
4,800,TYG9437955,G. Kavya Singh,Female,57
8,1461,UYV9555041,K. Priya Sharma,Female,19
4,950,KXT7718659,C. Lakshmi Babu,Female,51
4,952,XIW4917789,Y. Lakshmi Sharma,Female,21
8,1512,OIS1699750,K. Priya Das,Female,23
1,87,TOG3467413,P. Sneha Babu,Female,44
3,676,IYC6433503,Y. Vikram Singh,Male,40
8,1417,ESC7261823,G. Lakshmi Yadav,Female,58
1,270,TFO7569663,K. Manoj Verma,Male,45
3,756,HMY0669312,G. Suresh Babu,Male,41
3,741,NEN4902533,P. Sneha Babu,Female,39
2,476,GZN8688805,U. Anil Naidu,Male,20
8,1442,NRW6454364,C. Latha Singh,Female,38
1,122,WIS5199199,V. Suresh Verma,Male,37
7,1300,VDA3993786,F. Meena Yadav,Female,24
4,809,QPP5200718,Y. Anjali Babu,Female,32
6,1179,FAT0247970,E. Latha Kumar,Female,52
7,1288,PVS3955670,M. Kavya Sharma,Female,62
1,36,KTO5602338,Q. Manoj Das,Male,59
7,1313,VLS1796144,E. Sneha Joshi,Female,33
4,1016,IQS1707607,C. Sanjay Naidu,Male,59
7,1378,XOR1817437,Y. Vijay Kumar,Male,52
4,923,TAM4864264,A. Latha Babu,Female,44
3,641,QVF1031056,I. Lakshmi Babu,Female,25
4,809,PRP7145902,V. Sita Naidu,Female,26
1,231,DSH5566176,J. Radha Joshi,Female,52
7,1376,GOQ9647488,T. Sanjay Yadav,Male,62
1,118,QDW7943560,A. Vikram Joshi,Male,44
7,1291,OTC3359818,J. Rahul Das,Male,43
2,577,XNI7478273,U. Sita Joshi,Female,61
5,1069,HAZ6853587,C. Sanjay Kumar,Male,37
8,1441,JVH5130205,P. Priya Verma,Female,21
2,364,DWV9617475,J. Latha Yadav,Female,63
3,614,XCT7076222,K. Arun Joshi,Male,46
6,1152,YOC5529851,D. Radha Sharma,Female,58
2,557,CBL1558663,P. Meena Sharma,Female,49
2,433,CIQ7491823,C. Manoj Joshi,Male,25
2,546,MJL1761187,A. Anil Reddy,Male,48
2,415,KQO9338574,M. Priya Babu,Female,24
7,1310,PMO8190187,P. Latha Reddy,Female,39
8,1387,XXQ0115351,G. Divya Kumar,Female,47
4,828,ZPP5880990,W. Lakshmi Yadav,Female,45
2,447,KIJ3564139,W. Priya Babu,Female,28
8,1487,QDX6911888,A. Priya Reddy,Female,32
1,11,FLA4772950,M. Divya Yadav,Female,34
8,1491,DTZ9740804,P. Anil Reddy,Male,61
8,1462,MNM7497209,R. Sanjay Sharma,Male,46
1,23,RHT0410726,S. Sita Sharma,Female,41
1,235,RJE7215099,S. Sita Kumar,Female,41
3,722,SEP8028044,V. Kiran Joshi,Male,63
5,1083,NLH7335905,I. Sneha Kumar,Female,39
1,127,UGP4626756,I. Lakshmi Naidu,Female,57
3,651,KNR3720605,C. Vijay Sharma,Male,46
2,390,RXO9862496,E. Ravi Singh,Male,29
4,945,JIB9244961,Y. Kavya Sharma,Female,56
1,133,XSC0524816,T. Latha Reddy,Female,28
8,1501,ASU4478023,M. Rahul Babu,Male,53
7,1262,KQY0590476,V. Lakshmi Naidu,Female,29
2,422,XQJ0671175,W. Kiran Singh,Male,22
7,1281,ZAI3742659,R. Radha Joshi,Female,53
1,46,MXB7110374,P. Ravi Sharma,Male,39
6,1202,FUL8963951,T. Ravi Babu,Male,24
2,514,HTE3125176,C. Sanjay Reddy,Male,22
4,987,YSP2674112,A. Sita Kumar,Female,32
7,1285,SPC8345199,T. Anjali Kumar,Female,55
7,1272,CDV9419032,B. Anjali Verma,Female,64
1,233,YEU4187531,D. Lakshmi Sharma,Female,48
4,830,WJF4481943,X. Radha Singh,Female,39
3,676,DRB1841386,G. Vikram Yadav,Male,59
8,1388,PVH7723585,P. Ravi Verma,Male,39
4,833,ANM7842507,P. Kiran Das,Male,19
1,31,ARE4559417,U. Anil Reddy,Male,30
1,18,NHT6652663,M. Manoj Yadav,Male,51
6,1196,MBJ6757135,M. Anil Yadav,Male,64
3,787,HBI4517652,V. Anjali Singh,Female,37
6,1166,XHY1264856,C. Anjali Singh,Female,24
4,828,TAE0885356,N. Meena Joshi,Female,55
1,213,HDU1249703,O. Lakshmi Joshi,Female,62
4,948,VSR1203121,F. Lakshmi Kumar,Female,33
4,998,ZND0979919,O. Anil Das,Male,47
3,766,SXI1406106,Z. Divya Babu,Female,45
3,675,QPF9205460,B. Anil Babu,Male,58
2,546,KSL3033452,B. Divya Yadav,Female,36
7,1315,PDH9539530,E. Divya Babu,Female,55
1,227,VHM8354727,G. Latha Kumar,Female,55
1,185,KMR2129075,U. Rahul Naidu,Male,42
8,1445,AGP1463036,Q. Divya Babu,Female,41
1,180,NTE0758863,U. Priya Reddy,Female,22
4,878,HUK9125875,E. Meena Das,Female,27
2,496,MIJ8857370,E. Manoj Sharma,Male,56
3,718,FZL7104410,J. Suresh Kumar,Male,38
4,928,RTU9291308,C. Ravi Naidu,Male,60
1,289,OCP0212959,H. Kavya Das,Female,49
2,575,ERC8945473,W. Vijay Babu,Male,37
3,699,CMK4768249,R. Meena Sharma,Female,28
1,327,ZMC4601451,F. Radha Sharma,Female,35
1,336,VKG4477578,G. Anil Babu,Male,24
1,114,DLD4290784,Q. Divya Naidu,Female,50
6,1166,QCB7772642,E. Kiran Naidu,Male,34
4,930,IJL0583741,M. Sita Joshi,Female,20
7,1300,OMW5349639,V. Radha Das,Female,62
3,672,JTA8303336,E. Sita Yadav,Female,24
1,329,WCE5064540,W. Rahul Reddy,Male,39
1,350,OVC6357363,M. Kavya Yadav,Female,20
3,648,GHO8697552,G. Divya Naidu,Female,36
2,508,LOF4647107,Q. Anjali Naidu,Female,56
1,47,VWX9702427,U. Vikram Das,Male,63
7,1345,VQG6411284,N. Sneha Naidu,Female,57
8,1509,UHO6077083,A. Sita Naidu,Female,56
3,610,GON1657540,M. Sneha Kumar,Female,24
2,544,YFC2248056,Z. Anil Verma,Male,46
2,403,ZWY3780968,V. Vijay Verma,Male,47
4,803,XRN2409993,J. Rahul Yadav,Male,40
8,1426,WTK0889448,U. Vikram Yadav,Male,45
3,754,PVT4006671,L. Latha Singh,Female,27
1,60,NZV7867347,F. Priya Verma,Female,36
2,469,JKJ8500562,C. Lakshmi Singh,Female,34
1,20,QPD9150579,B. Vikram Singh,Male,60
2,469,JLF2871170,J. Anjali Joshi,Female,29
2,450,CMW9323450,S. Lakshmi Joshi,Female,39
2,447,YZP7026333,L. Anil Babu,Male,23
1,108,WDI5110188,P. Rahul Yadav,Male,34
1,168,NLE7495964,Y. Priya Naidu,Female,57
3,765,GSL9903744,B. Arun Joshi,Male,31
8,1508,VTV5629071,J. Anil Kumar,Male,29
8,1440,RRK5981086,A. Manoj Naidu,Male,40
2,533,YIT7952063,U. Lakshmi Babu,Female,42
2,422,GGU3023469,C. Vijay Singh,Male,24
8,1427,XPJ0314326,X. Rahul Naidu,Male,29
2,364,CNZ6679560,N. Anil Singh,Male,56
1,41,RHG4559554,E. Radha Kumar,Female,57
3,719,TMU8047377,A. Kavya Reddy,Female,41
1,282,TPW1501146,F. Kavya Reddy,Female,42
6,1229,UCD1861041,W. Lakshmi Singh,Female,45
1,63,DKD9744042,J. Vijay Joshi,Male,57
8,1447,TPO2445668,N. Sita Joshi,Female,53
4,807,BXK4493602,K. Sita Das,Female,39
2,391,PRX8748734,Q. Anil Verma,Male,60
3,600,DFP1493200,V. Latha Joshi,Female,60
2,461,ICF5497775,Z. Latha Reddy,Female,50
8,1506,ZTZ7681551,O. Sanjay Joshi,Male,64
4,902,TMW1381297,W. Anil Joshi,Male,37
5,1069,CJT3617428,Q. Manoj Kumar,Male,40
2,378,DAU9039107,A. Divya Joshi,Female,55
3,725,WSI3896146,M. Vijay Das,Male,23
1,151,IST1920557,B. Sneha Das,Female,49
1,261,VHK5782517,I. Arun Verma,Male,20
8,1453,ZUZ5865532,O. Rahul Yadav,Male,58
5,1078,PVJ0780084,K. Vijay Das,Male,52
3,746,UWP6969741,R. Kavya Das,Female,25
6,1150,SLA1591813,Q. Manoj Reddy,Male,62
4,848,ZHM7150882,L. Meena Naidu,Female,22
1,8,KOO9747675,C. Radha Sharma,Female,18
6,1182,RKG3598768,Z. Divya Babu,Female,58
7,1278,YOT9575065,C. Vijay Verma,Male,46
4,793,UPK0804483,O. Vikram Reddy,Male,43
5,1126,ETE9609172,J. Radha Kumar,Female,26
1,36,YXB2525592,I. Suresh Singh,Male,47
1,166,XAO5176154,N. Meena Verma,Female,60
7,1262,NLX4048290,Z. Anil Verma,Male,31
3,694,PNB7533115,U. Lakshmi Verma,Female,43
7,1329,ZSH6329391,U. Anjali Naidu,Female,57
7,1266,XST5760086,N. Arun Das,Male,61
3,616,VVZ1310776,M. Kiran Kumar,Male,50
2,451,ZAM7609612,H. Radha Joshi,Female,35
1,215,BDB2525716,S. Meena Kumar,Female,33
3,682,HRM3782244,N. Sita Singh,Female,59
7,1295,ZFR9913060,S. Vikram Sharma,Male,53
1,292,MYV8520540,H. Lakshmi Reddy,Female,20
2,528,UBU0641008,K. Radha Reddy,Female,29
3,672,AJU8639743,Z. Lakshmi Babu,Female,27
2,400,PVX1534611,W. Ravi Reddy,Male,28
5,1105,YTI8713330,N. Suresh Das,Male,24
4,909,IZQ2014646,B. Vikram Singh,Male,23
2,354,MXQ6424788,Z. Sneha Sharma,Female,45
6,1187,JOD4693912,A. Sneha Reddy,Female,37
2,494,FEG1816832,H. Suresh Kumar,Male,42
4,926,WWB1971335,Z. Kavya Babu,Female,40
4,959,UIB7889820,R. Sanjay Naidu,Male,22
1,144,JNE7549456,Y. Latha Das,Female,24
1,247,FLJ1820725,H. Vikram Singh,Male,37
4,1010,LLJ4204209,K. Manoj Singh,Male,22
2,465,DJO3627781,H. Meena Reddy,Female,63
3,639,YVT0699827,L. Arun Singh,Male,42
1,171,TSL7317624,Z. Vikram Das,Male,61
6,1133,MRJ2477625,J. Suresh Sharma,Male,52
3,616,XOK3903439,U. Suresh Babu,Male,31
1,217,MEB9226005,B. Latha Babu,Female,26
3,619,NMB9812474,D. Kiran Kumar,Male,47
2,555,ZLV6235440,G. Meena Sharma,Female,36
1,235,VWK1643660,M. Manoj Babu,Male,44
2,487,SSF4959017,J. Suresh Reddy,Male,40
1,67,AQR4331027,B. Divya Joshi,Female,55
2,357,OGY1881012,C. Manoj Reddy,Male,47
2,447,JFA6268867,E. Radha Joshi,Female,33
6,1189,BJF2910008,T. Rahul Sharma,Male,53
2,560,NVI6693421,B. Ravi Singh,Male,38
2,353,LBV6302359,M. Sita Verma,Female,34
4,791,RZS3683843,K. Rahul Singh,Male,33
7,1356,GQX3776032,S. Meena Sharma,Female,52
2,399,ZLW1370748,X. Vikram Babu,Male,52
5,1052,BXZ8628516,G. Anil Das,Male,39
3,655,YDE5725441,U. Ravi Kumar,Male,62
7,1270,HLQ2709314,H. Kiran Naidu,Male,40
6,1236,PDS2443601,C. Divya Naidu,Female,32
8,1508,MYY9346540,Q. Latha Yadav,Female,36
2,464,YUT3763034,Y. Sanjay Singh,Male,53
3,634,SQG4626980,U. Manoj Sharma,Male,40
3,785,WEL6558577,Q. Kiran Verma,Male,53
4,936,YKI9800656,I. Sanjay Verma,Male,28
8,1500,NCO2278198,P. Latha Kumar,Female,33
4,826,BAG4702967,D. Latha Naidu,Female,28
1,305,NZG4763633,M. Vikram Babu,Male,27
5,1104,WUA8489015,B. Kiran Yadav,Male,51
2,523,RAQ9368976,Q. Manoj Singh,Male,51
1,229,YYM6613678,L. Kiran Singh,Male,62
2,531,ZMX9452196,V. Manoj Das,Male,30
2,423,FGM8115706,M. Arun Naidu,Male,57
4,973,ZLG2213519,U. Anil Das,Male,24
2,394,PEK4779165,J. Kavya Sharma,Female,30
2,481,VHF6127880,K. Arun Kumar,Male,54
7,1347,MVM7393827,W. Meena Babu,Female,46
4,879,ZOI6973526,J. Suresh Kumar,Male,23
4,863,WBY3654482,Y. Ravi Babu,Male,53
6,1135,JZR1034915,V. Anil Kumar,Male,19
8,1382,GMR9636767,B. Latha Reddy,Female,57
3,687,MRN0552771,C. Divya Reddy,Female,43
1,132,EVA5584557,C. Priya Das,Female,57
8,1452,ALI0560270,W. Ravi Kumar,Male,37
3,654,ZRG0992514,F. Rahul Singh,Male,64
4,904,RBA1821552,W. Kavya Reddy,Female,65
1,155,KCG4650796,M. Meena Kumar,Female,25
3,587,VIU3922564,F. Sanjay Singh,Male,52
1,104,HCZ2971585,Z. Kavya Verma,Female,26
